receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0037483;ST-008;E-0138;2026-01-23 16:58:09;SKU-00462;0;42300,00;10;CARD
R-0037468;ST-007;E-0133;23.01.2026 11:25;SKU-00247;2;153800,00;;CASH
R-0037469;ST-007;E-0134;2026-01-23 10:00:44;SKU-00023;1;133500,00;;CARD
R-0037422;ST-005;E-0123;2026-01-23 18:08:11;SKU-00334;2;30700,00;5;CARD
R-0037383;ST-003;E-0114;2026-01-23 20:35:44;SKU-00221;1;22800,00;0;CASH
R-0037558;ST-010;E-0148;23.01.2026 17:54;SKU-00187;8;11900,00;20;CASH
R-0037375;ST-003;E-0114;2026-01-23 20:59:23;SKU-00347;8;27500,00;;CASH
R-0037534;ST-009;E-0144;23.01.2026 09:50;SKU-00235;1;16800,00;;CARD
R-0037476;ST-007;E-0135;23.01.2026 13:25;SKU-00307;2;157280,00;10;CASH
R-0037481;ST-008;E-0139;23.01.2026 17:18;SKU-00178;2;59900,00;0;CASH
R-0037430;ST-005;E-0124;23.01.2026 14:06;SKU-00399;1;51900,00;0;TRANSFER
R-0037409;ST-004;E-0120;23.01.2026 17:33;SKU-00263;2;39800,00;0;CARD
R-0037341;ST-001;E-0104;23.01.2026 10:57;SKU-00206;2;16700,00;5;CASH
R-0037429;ST-005;E-0125;2026-01-23 20:33:46;SKU-00330;1;55100,00;10;CARD
R-0037331;ST-001;E-0103;23.01.2026 16:35;SKU-00327;1;21400,00;0;CASH
R-0037381;ST-003;E-0113;23.01.2026 11:07;SKU-00182;5;39100,00;15;CASH
R-0037448;ST-006;E-0130;23.01.2026 13:37;SKU-00348;2;5000,00;;CASH
R-0037456;ST-007;E-0134;23.01.2026 13:33;SKU-00342;5;22000,00;;CASH
R-0037575;ST-011;E-0154;23.01.2026 20:22;SKU-00376;1;76500,00;5;CARD
R-0037486;ST-008;E-0138;23.01.2026 11:13;SKU-00060;1;33200,00;;TRANSFER
R-0037486;ST-008;E-0138;23.01.2026 11:13;SKU-00041;1;35700,00;5;TRANSFER
R-0037363;ST-002;E-0110;2026-01-23 09:35:59;SKU-00222;1;29700,00;15;CASH
R-0037584;ST-012;E-0159;23.01.2026 13:11;SKU-00059;5;12900,00;;CARD
R-0037604;ST-012;E-0160;23.01.2026 15:34;SKU-00399;3;51900,00;;CARD
R-0037491;ST-008;E-0139;23.01.2026 11:43;SKU-00459;2;88160,00;5;CARD
R-0037492;ST-008;E-0140;23.01.2026 14:56;SKU-00293;5;74200,00;5;CASH
R-0037342;ST-001;E-0104;2026-01-23 12:06:40;SKU-00070;1;20600,00;0;CARD
R-0037419;ST-005;E-0123;2026-01-23 16:22:55;SKU-00373;1;13700,00;;TRANSFER
R-0037452;ST-006;E-0128;2026-01-23 15:52:46;SKU-00022;1;75600,00;;TRANSFER
R-0037336;ST-001;E-0105;2026-01-23 16:59:51;SKU-00352;2;92800,00;;CARD
R-0037364;ST-002;E-0110;23.01.2026 14:06;SKU-00227;1;41500,00;;CASH
R-0037384;ST-003;E-0115;2026-01-23 16:11:11;SKU-00376;2;76500,00;;CASH
R-0037555;ST-010;E-0150;2026-01-23 18:09:32;SKU-00161;1;125600,00;;CARD
R-0037481;ST-008;E-0139;23.01.2026 17:18;SKU-00037;1;113900,00;15;CASH
R-0037371;ST-002;E-0108;23.01.2026 20:28;SKU-00498;1;157900,00;;TRANSFER
R-0037570;ST-011;E-0155;23.01.2026 13:28;SKU-00087;1;90700,00;10;CARD
R-0037558;ST-010;E-0148;23.01.2026 17:54;SKU-00187;8;11900,00;20;CASH
R-0037331;ST-001;E-0145;2026-01-23 16:35:21;SKU-00345;3;68600,00;15;CASH
R-0037337;ST-001;E-0104;23.01.2026 09:32;SKU-00314;1;135200,00;0;CASH
R-0037472;ST-007;E-0110;23.01.2026 10:06;SKU-00147;1;75400,00;5;CASH
R-0037446;ST-006;E-0129;23.01.2026 18:25;SKU-00295;1;43800,00;0;CASH
R-0037536;ST-010;E-0150;2026-01-23 18:58:41;SKU-00275;1;52400,00;0;CARD
R-0037527;ST-009;E-0144;23.01.2026 11:10;SKU-00458;1;124900,00;0;CASH
R-0037389;ST-003;E-0114;23.01.2026 11:38;SKU-00463;8;160100,00;;TRANSFER
R-0037480;ST-007;E-0135;2026-01-23 17:17:24;SKU-00192;1;32500,00;;CARD
R-0037478;ST-007;E-0135;23.01.2026 12:06;SKU-00410;2;13800,00;;CASH
R-0037491;ST-008;E-0139;23.01.2026 11:43;SKU-00172;1;78700,00;0;CARD
R-0037333;ST-001;E-0103;2026-01-23 09:53:40;SKU-00221;1;22800,00;0;CARD
R-0037558;ST-010;E-0148;23.01.2026 17:54;SKU-00250;5;109000,00;;CASH
R-0037544;ST-010;E-0149;23.01.2026 14:22;SKU-00043;3;98200,00;;CARD
R-0037407;ST-004;E-0118;23.01.2026 12:50;SKU-00195;3;37000,00;10;CARD
R-0037512;ST-009;E-0144;23.01.2026 10:24;SKU-00434;2;165300,00;10;CARD
R-0037423;ST-005;E-0123;23.01.2026 16:20;SKU-00350;4;;;CASH
