receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0046842;ST-009;E-0145;20.02.2026 18:15;SKU-00363;3;58900,00;;CARD
R-0046649;ST-002;E-0108;20.02.2026 11:36;SKU-00018;3;79000,00;20;CASH
R-0046895;ST-011;E-0153;20.02.2026 20:07;SKU-00133;4;142100,00;0;CASH
R-0046838;ST-009;E-0145;2026-02-20 09:25:38;SKU-00050;1;41200,00;;CASH
R-0046674;ST-003;E-0113;20.02.2026 10:11;SKU-00100;1;126800,00;;CASH
R-0046801;ST-007;E-0133;20.02.2026 14:19;SKU-00487;1;39400,00;0;CASH
R-0046640;ST-001;E-0105;20.02.2026 10:04;SKU-00472;4;62700,00;5;CASH
R-0046894;ST-011;E-0154;20.02.2026 11:47;SKU-00182;1;39100,00;5;CASH
R-0046724;ST-005;E-0125;20.02.2026 09:55;SKU-00275;1;54945,35;;CASH
R-0046795;ST-007;E-0135;20.02.2026 20:11;SKU-00356;3;76500,00;0;TRANSFER
R-0046628;ST-001;E-0103;2026-02-20 19:18:33;SKU-00436;1;126712,14;10;CASH
R-0046646;ST-001;E-0104;20.02.2026 19:50;SKU-00446;8;164600,00;0;CARD
R-0046735;ST-005;E-0123;2026-02-20 12:39:32;SKU-00250;2;109000,00;;TRANSFER
R-0046770;ST-006;E-0129;20.02.2026 18:20;SKU-00500;2;20300.00;10;CARD
R-0046630;ST-001;E-0103;2026-02-20 11:22:33;SKU-00236;2;19566,51;;CARD
R-0046838;ST-009;E-0145;20.02.2026 09:25;SKU-00431;5;29378,99;;CASH
R-0046644;ST-001;E-0104;2026-02-20 17:23:41;SKU-00283;8;71900,00;20;CARD
R-0046876;ST-010;E-0150;2026-02-20 16:11:27;SKU-00242;1;173300,00;0;CASH
R-0046738;ST-005;E-0124;2026-02-20 11:14:22;SKU-00171;2;95340,17;0;TRANSFER
R-0046915;ST-012;E-0158;20.02.2026 13:07;SKU-00235;1;26880.00;0;CARD
R-0046653;ST-002;E-0110;20.02.2026 16:29;SKU-00360;1;38800,00;;CASH
R-0046868;ST-010;E-0150;20.02.2026 09:54;SKU-00162;1;144700,00;;CARD
R-0046617;ST-001;E-0104;20.02.2026 16:58;SKU-00225;2;18200,00;;TRANSFER
R-0046723;ST-004;E-0120;20.02.2026 15:57;SKU-00294;4;27300,00;;CASH
R-0046841;ST-009;E-0144;20.02.2026 16:06;SKU-00236;3;12229,07;;TRANSFER
R-0046830;ST-009;E-0145;20.02.2026 16:27;SKU-00094;3;;;CARD
R-0046884;ST-011;E-0155;2026-02-20 09:22:39;SKU-00157;1;83000,00;;CASH
R-0046753;ST-005;E-0125;20.02.2026 17:16;SKU-00117;4;70200,00;;CARD
R-0046851;ST-009;E-0145;2026-02-20 11:26:30;SKU-00087;4;95529,21;;CARD
R-0046665;ST-002;E-0109;20.02.2026 09:56;SKU-00186;2;18600,00;0;CARD
R-0046819;ST-008;E-0140;2026-02-20 18:32:11;SKU-00364;1;60734,11;;CASH
R-0046660;ST-002;E-0110;20.02.2026 15:11;SKU-00134;1;40191,30;0;CARD
R-0046635;ST-001;E-0105;2026-02-20 12:49:09;SKU-00072;1;63191,12;;TRANSFER
R-0046765;ST-006;E-0128;20.02.2026 15:04;SKU-00206;1;18005,69;5;CARD
R-0046684;ST-003;E-0115;2026-02-20 14:24:42;SKU-00408;1;40000,00;;CASH
R-0046647;ST-001;E-0103;20.02.2026 19:38;SKU-00265;1;94100,00;10;CASH
R-0046638;ST-001;E-0108;20.02.2026 20:05;SKU-00423;1;127877,73;0;CASH
R-0046627;ST-001;E-0105;20.02.2026 15:28;SKU-00002;4;67400,00;0;CASH
R-0046827;ST-009;E-0144;20.02.2026 18:15;SKU-00023;1;133500,00;10;CASH
R-0046889;ST-011;E-0154;20.02.2026 17:58;SKU-00498;1;157900,00;0;CARD
R-0046787;ST-007;E-0135;20.02.2026 17:39;SKU-00275;3;54945,35;;CARD
R-0046853;ST-009;E-0144;20.02.2026 12:13;SKU-00411;1;58900,00;0;CASH
R-0046765;ST-006;E-0128;20.02.2026 15:04;SKU-00083;1;58174,89;;CARD
R-0046688;ST-003;E-0114;2026-02-20 13:19:48;SKU-00371;1;87800,00;20;CARD
R-0046741;ST-005;E-0125;2026-02-20 09:15:28;SKU-00042;1;152974,65;;CASH
R-0046904;ST-012;E-0159;2026-02-20 16:01:02;SKU-00149;2;93104,49;;CASH
