receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0036867;ST-008;E-0139;21.01.2026 13:55;SKU-00477;1;;;TRANSFER
R-0036927;ST-010;E-0150;2026-01-21 17:28:59;SKU-00161;3;125600.00;;CARD
R-0036964;ST-011;E-0155;21.01.2026 18:49;SKU-00460;1;81800,00;;CASH
R-0036919;ST-009;E-0145;21.01.2026 17:29;SKU-00058;1;7400,00;10;CASH
R-0036916;ST-009;E-0144;21.01.2026 10:23;SKU-00165;1;62100,00;20;CARD
R-0036942;ST-010;E-0148;21.01.2026 18:53;SKU-00386;1;10600,00;;CASH
R-0036703;ST-002;E-0108;21.01.2026 14:32;SKU-00470;1;51200,00;0;CASH
R-0036684;ST-001;E-0128;21.01.2026 10:51;SKU-00007;1;22000,00;0;CASH
R-0036680;ST-001;E-0103;21.01.2026 19:15;SKU-00467;2;63500,00;5;CARD
R-0036711;ST-002;E-0110;21.01.2026 11:33;SKU-00281;1;39500,00;0;TRANSFER
R-0036954;ST-011;E-0153;21.01.2026 20:03;SKU-00325;2;179600,00;;CASH
R-0036873;ST-008;E-0140;2026-01-21 11:09:03;SKU-00218;4;15800,00;;CASH
R-0036917;ST-009;E-0144;21.01.2026 17:31;SKU-00306;1;45100,00;;CASH
R-0036995;ST-012;E-0133;21.01.2026 19:17;SKU-00475;1;56900,00;;CASH
R-0036708;ST-002;E-0110;21.01.2026 17:04;SKU-00181;1;16200,00;;CASH
R-0036745;ST-003;E-0115;2026-01-21 17:39:40;SKU-00437;1;48300.00;;CARD
R-0036849;ST-007;E-0134;21.01.2026 20:06;SKU-00276;2;34300,00;;CARD
R-0036736;ST-003;E-0115;21.01.2026 13:23;SKU-00130;1;;15;CASH
R-0036903;ST-009;E-0144;21.01.2026 12:38;SKU-00352;3;92800,00;5;CARD
R-0036777;ST-005;E-0123;21.01.2026 10:31;SKU-00200;2;13700,00;;TRANSFER
R-0036995;ST-012;E-0159;21.01.2026 19:17;SKU-00118;1;21300,00;;CASH
R-0036898;ST-009;E-0144;21.01.2026 09:11;SKU-00005;1;80800,00;;CASH
R-0036830;ST-006;E-0130;21.01.2026 20:53;SKU-00113;3;128000,00;;CASH
R-0036799;ST-005;E-0124;21.01.2026 18:03;SKU-00363;1;58900,00;0;TRANSFER
R-0036741;ST-003;E-0115;21.01.2026 14:20;SKU-00104;1;101200,00;;CASH
R-0036929;ST-010;E-0149;21.01.2026 16:30;SKU-00452;4;16200,00;;CASH
R-0036674;ST-001;E-0148;21.01.2026 15:59;SKU-00495;1;36800,00;;CARD
