receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0048112;ST-002;E-0108;24.02.2026 13:41;SKU-00391;5;63100,00;;CARD
R-0048287;ST-008;E-0138;24.02.2026 15:23;SKU-00008;1;45648,96;5;CASH
R-0048165;ST-004;E-0120;2026-02-24 18:48:48;SKU-00413;1;84100,00;5;CARD
R-0048149;ST-004;E-0118;24.02.2026 11:55;SKU-00271;2;;15;CARD
R-0048349;ST-010;E-0148;24.02.2026 18:49;SKU-00072;2;63191,12;0;CASH
R-0048361;ST-010;E-0149;24.02.2026 19:31;SKU-00371;4;87800,00;;TRANSFER
R-0048244;ST-007;E-0133;24.02.2026 09:06;SKU-00495;4;36800,00;;CASH
R-0048241;ST-007;E-0135;2026-02-24 18:02:54;SKU-00184;1;21800,00;10;CARD
R-0048396;ST-012;E-0158;24.02.2026 13:17;SKU-00433;2;93183,49;5;TRANSFER
R-0048208;ST-005;E-0123;24.02.2026 11:38;SKU-00476;5;11080,67;0;CARD
R-0048103;ST-002;E-0110;24.02.2026 18:08;SKU-00010;1;25500,00;;CARD
R-0048108;ST-002;E-0108;24.02.2026 20:55;SKU-00495;5;36800,00;;CARD
R-0048135;ST-003;E-0113;24.02.2026 12:19;SKU-00095;3;127617,11;;CASH
R-0048376;ST-011;E-0155;24.02.2026 10:47;SKU-00364;4;60734.11;0;CASH
R-0048121;ST-002;E-0108;24.02.2026 10:27;SKU-00381;1;6871,11;5;CASH
R-0048321;ST-009;E-0145;2026-02-24 11:32:14;SKU-00180;1;41003,17;;CASH
R-0048135;ST-003;E-0113;2026-02-24 12:19:58;SKU-00218;3;15800,00;15;CASH
R-0048360;ST-010;E-0148;24.02.2026 12:46;SKU-00050;1;41200,00;15;CARD
R-0048263;ST-007;E-0135;2026-02-24 17:25:34;SKU-00235;4;16800,00;0;CARD
R-0048198;ST-005;E-0125;2026-02-24 13:40:37;SKU-00065;3;27400,00;;CASH
R-0048147;ST-004;E-0119;2026-02-24 13:37:13;SKU-00420;2;;0;CASH
R-0048357;ST-010;E-0150;24.02.2026 15:25;SKU-00198;1;39470,75;0;CARD
R-0048245;ST-007;E-0133;24.02.2026 18:22;SKU-00258;1;;;CASH
R-0048332;ST-009;E-0113;24.02.2026 17:14;SKU-00362;4;35200,00;10;CASH
R-0048172;ST-004;E-0119;2026-02-24 14:10:24;SKU-00187;3;12669,30;5;TRANSFER
R-0048339;ST-010;E-0149;24.02.2026 12:00;SKU-00244;1;yo'q;;CASH
R-0048406;ST-012;E-0158;24.02.2026 10:13;SKU-00100;2;126800,00;0;CARD
R-0048124;ST-003;E-0114;24.02.2026 09:57;SKU-00096;2;77846,62;;CASH
