receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0039199;ST-007;E-0134;28.01.2026 13:31;SKU-00221;2;22800,00;0;CARD
R-0039067;ST-002;E-0109;28.01.2026 19:02;SKU-00378;2;44400,00;;CARD
R-0039111;ST-004;E-0118;28.01.2026 11:14;SKU-00007;1;22000,00;0;CASH
R-0039210;ST-008;E-0138;28.01.2026 10:00;SKU-00436;1;120400,00;;CASH
R-0039290;ST-012;E-0159;2026-01-28 18:15:09;SKU-00495;3;36800.00;0;CASH
R-0039143;ST-005;E-0124;28.01.2026 09:16;SKU-00380;3;50000,00;0;CASH
R-0039068;ST-002;E-0109;28.01.2026 16:29;SKU-00342;4;22000,00;5;CASH
R-0039166;ST-006;E-0130;28.01.2026 20:19;SKU-00117;1;70200,00;;CARD
R-0039226;ST-009;E-0144;28.01.2026 14:15;SKU-00208;1;29100,00;10;CARD
R-0039244;ST-010;E-0148;28.01.2026 11:55;SKU-00215;1;34800,00;0;CARD
R-0039294;ST-012;E-0158;28.01.2026 10:35;SKU-00444;1;81200,00;5;CARD
R-0039266;ST-011;E-0154;28.01.2026 09:43;SKU-00094;1;68300.00;;CASH
R-0039107;ST-004;E-0119;28.01.2026 09:39;SKU-00044;1;57400,00;10;TRANSFER
R-0039193;ST-007;E-0133;2026-01-28 20:33:27;SKU-00376;1;76500,00;15;CARD
R-0039145;ST-005;E-0125;2026-01-28 13:40:29;SKU-00248;2;123000,00;0;CASH
R-0039136;ST-005;E-0123;28.01.2026 10:21;SKU-00147;2;75400,00;;CASH
R-0039200;ST-007;E-0135;28.01.2026 13:20;SKU-00179;1;108100,00;;CARD
R-0039176;ST-006;E-0130;2026-01-28 12:30:34;SKU-00416;2;35600.00;5;CARD
R-0039146;ST-005;E-0124;28.01.2026 14:39;SKU-00309;4;25700,00;0;CASH
R-0039148;ST-005;E-0125;28.01.2026 20:07;SKU-00052;2;39600,00;0;CASH
R-0039106;ST-004;E-0120;28.01.2026 10:49;SKU-00001;3;18000,00;;CARD
R-0039248;ST-010;E-0148;28.01.2026 14:45;SKU-00360;1;38800,00;;CASH
R-0039207;ST-008;E-0138;28.01.2026 15:29;SKU-00007;1;22000,00;;CASH
R-0039220;ST-008;E-0139;2026-01-28 14:36:20;SKU-00016;1;164600,00;15;CASH
R-0039170;ST-006;E-0129;28.01.2026 17:13;SKU-00031;1;20300,00;;CARD
R-0039256;ST-010;E-0149;28.01.2026 17:44;SKU-00331;1;45600,00;;CASH
R-0039296;ST-012;E-0160;2026-01-28 20:06:04;SKU-00224;1;27800,00;;TRANSFER
R-0039090;ST-003;E-0114;2026-01-28 17:28:10;SKU-00318;1;34900,00;;CASH
R-0039196;ST-007;E-0134;2026-01-28 13:54:52;SKU-00414;5;45100,00;5;CASH
R-0039272;ST-011;E-0155;28.01.2026 13:56;SKU-00195;1;37000,00;;CARD
R-0039082;ST-003;E-0113;28.01.2026 16:36;SKU-00056;1;39700,00;;CASH
R-0039129;ST-005;E-0125;2026-01-28 14:02:18;SKU-00147;1;75400,00;;CASH
R-0039127;ST-004;E-0119;28.01.2026 09:25;SKU-00302;1;168100,00;;CARD
R-0039112;ST-004;E-0120;2026-01-28 14:28:46;SKU-00327;1;;;TRANSFER
R-0039085;ST-003;E-0114;28.01.2026 16:44;SKU-00131;2;142400,00;0;TRANSFER
R-0039277;ST-011;E-0153;2026-01-28 18:10:26;SKU-00059;2;12900,00;0;CASH
R-0039191;ST-007;E-0134;2026-01-28 15:17:07;SKU-00359;2;17800,00;0;CARD
R-0039141;ST-005;E-0123;28.01.2026 16:50;SKU-00380;1;50000,00;;CARD
R-0039234;ST-009;E-0144;28.01.2026 18:19;SKU-00235;1;16800,00;;CARD
R-0039056;ST-002;E-0110;28.01.2026 10:37;SKU-00315;1;169600,00;5;CASH
R-0039262;ST-011;E-0154;2026-01-28 19:41:00;SKU-00011;1;24500,00;0;CASH
R-0039099;ST-004;E-0118;2026-01-28 14:29:37;SKU-00183;4;11300,00;0;CARD
R-0039130;ST-005;E-0124;28.01.2026 11:11;SKU-00497;1;38000,00;15;CARD
R-0039270;ST-011;E-0154;2026-01-28 20:39:21;SKU-00135;3;28300,00;;CARD
R-0039086;ST-003;E-0115;28.01.2026 13:08;SKU-00311;2;42200,00;10;CARD
R-0039205;ST-008;E-0138;2026-01-28 18:02:18;SKU-00318;1;34900,00;0;CARD
R-0039232;ST-009;E-0145;2026-01-28 13:13:41;SKU-00397;1;5300,00;;CASH
R-0039022;ST-001;E-0105;28.01.2026 16:39;SKU-00411;8;58900,00;;CARD
R-0039100;ST-004;E-0120;2026-01-28 16:45:00;SKU-00465;2;166300,00;0;CASH
R-0039056;ST-002;E-0110;28.01.2026 10:37;SKU-00270;2;;0;CASH
R-0039207;ST-008;E-0138;28.01.2026 15:29;SKU-00424;2;91800.00;15;CASH
R-0039134;ST-005;E-0125;28.01.2026 13:59;SKU-00067;2;14700,00;0;CASH
R-0039273;ST-011;E-0153;2026-01-28 12:48:31;SKU-00490;1;44400,00;;CARD
R-0039152;ST-005;E-0125;28.01.2026 11:27;SKU-00288;1;13800,00;20;CASH
