receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0047262;ST-010;E-0150;21.02.2026 18:41;SKU-00356;3;76500,00;;CARD
R-0047132;ST-006;E-0129;2026-02-21 19:01:01;SKU-00359;1;19351,92;0;CARD
R-0047054;ST-004;E-0120;21.02.2026 11:05;SKU-00420;1;58300,00;167;CASH
R-0047281;ST-011;E-0153;21.02.2026 15:35;SKU-00477;2;30076.81;;CARD
R-0046972;ST-002;E-0108;2026-02-21 10:22:20;SKU-00033;2;137400,00;;CARD
R-0047058;ST-004;E-0120;2026-02-21 20:27:34;SKU-00003;1;5400,00;20;TRANSFER
R-0047290;ST-011;E-0153;21.02.2026 09:15;SKU-00289;4;17274,72;;CARD
R-0047209;ST-009;E-0145;2026-02-21 16:58:58;SKU-00380;1;50000,00;;CARD
R-0047295;ST-011;E-0155;2026-02-21 20:05:40;SKU-00413;1;84100,00;5;CARD
R-0047342;ST-012;E-0158;21.02.2026 18:08;SKU-00434;1;165300,00;0;CARD
R-0047324;ST-012;E-0159;21.02.2026 18:55;SKU-00097;4;39632,61;;CARD
R-0047204;ST-009;E-0133;21.02.2026 12:14;SKU-00033;1;137400,00;5;CARD
R-0046964;ST-001;E-0105;21.02.2026 16:00;SKU-00408;5;40000,00;;CARD
R-0046929;ST-001;E-0105;2026-02-21 20:32:33;SKU-00175;5;130100,00;;CASH
R-0047312;ST-012;E-0159;2026-02-21 10:36:30;SKU-00078;3;107900,00;;CARD
R-0046933;ST-001;E-0105;21.02.2026 20:56;SKU-00399;1;51900,00;0;CARD
R-0047256;ST-010;E-0149;21.02.2026 19:45;SKU-00461;1;142600,00;10;CARD
R-0047056;ST-004;E-0119;21.02.2026 19:58;SKU-00235;1;16800,00;0;CASH
R-0046933;ST-001;E-0105;2026-02-21 20:56:15;SKU-00324;2;145400,00;;CARD
R-0047175;ST-008;E-0139;21.02.2026 11:04;SKU-00095;5;127617,11;10;CASH
R-0047095;ST-006;E-0129;21.02.2026 12:13;SKU-00306;4;45100,00;10;CASH
R-0047022;ST-003;E-0114;21.02.2026 14:33;SKU-00189;1;28300,00;0;CASH
R-0047324;ST-012;E-0159;21.02.2026 18:55;SKU-00122;1;70394,88;;CARD
R-0047328;ST-012;E-0159;21.02.2026 19:41;SKU-00365;2;70790,02;;CARD
R-0047235;ST-009;E-0144;2026-02-21 12:34:07;SKU-00282;2;28900,00;15;CASH
