receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0047802;ST-002;E-0110;23.02.2026 18:39;SKU-00222;3;29700,00;15;CASH
R-0048053;ST-012;E-0159;23.02.2026 19:13;SKU-00240;4;52600.00;10;CASH
R-0047963;ST-008;E-0139;23.02.2026 13:55;SKU-00473;1;62200,00;0;CASH
R-0048041;ST-011;E-0153;23.02.2026 20:50;SKU-00153;3;146600,00;;CASH
R-0048030;ST-011;E-0155;23.02.2026 16:30;SKU-00419;1;75200,00;;CASH
R-0047825;ST-003;E-0113;23.02.2026 10:47;SKU-00273;1;58600,00;;CASH
R-0047843;ST-004;E-0119;2026-02-23 20:36:24;SKU-00317;1;57400,00;;CASH
R-0047787;ST-002;E-0108;23.02.2026 15:22;SKU-00153;1;146600,00;0;CARD
R-0047870;ST-005;E-0123;2026-02-23 13:14:37;SKU-00099;1;189461,23;0;CASH
R-0047773;ST-001;E-0104;23.02.2026 19:06;SKU-00060;1;53120,00;;CASH
R-0047955;ST-008;E-0140;23.02.2026 09:17;SKU-00114;8;84338,04;;CASH
R-0047899;ST-006;E-0129;23.02.2026 16:05;SKU-00459;1;55100.00;5;CARD
R-0048031;ST-011;E-0155;23.02.2026 18:14;SKU-00452;1;16200,00;;CASH
R-0048023;ST-011;E-0153;23.02.2026 09:04;SKU-00363;1;58900,00;0;CASH
R-0047829;ST-003;E-0113;23.02.2026 14:00;SKU-00332;1;12297,17;10;CASH
R-0047922;ST-007;E-0134;23.02.2026 12:26;SKU-00365;2;70790,02;;CARD
R-0047829;ST-003;E-0113;2026-02-23 14:00:42;SKU-00349;2;73800,00;0;CASH
R-0047929;ST-007;E-0134;2026-02-23 14:38:51;SKU-00464;2;108000,00;0;CASH
R-0047874;ST-005;E-0125;23.02.2026 11:04;SKU-00125;1;83200,00;;CASH
R-0047829;ST-003;E-0113;23.02.2026 14:00;SKU-00121;4;15000,00;;CASH
R-0047946;ST-007;E-0133;23.02.2026 12:21;SKU-00467;5;68121.93;;CASH
R-0047946;ST-007;E-0133;23.02.2026 12:21;SKU-00146;4;38700,00;5;CASH
R-0047903;ST-006;E-0130;23.02.2026 13:00;SKU-00260;3;124300,00;5;CARD
R-0047911;ST-006;E-0128;2026-02-23 09:36:41;SKU-00137;1;69393,91;;CASH
R-0047798;ST-002;E-0110;23.02.2026 13:09;SKU-00238;4;58700,00;;CARD
R-0047943;ST-007;E-0134;2026-02-23 15:49:59;SKU-00289;4;17274,72;5;CASH
R-0047917;ST-006;E-0129;23.02.2026 19:11;SKU-00121;1;15000.00;;CARD
R-0047798;ST-002;E-0110;23.02.2026 13:09;SKU-00015;1;13700,00;;CARD
R-0047832;ST-003;E-0134;23.02.2026 11:27;SKU-00227;2;43029,73;5;CASH
R-0047843;ST-004;E-0119;23.02.2026 20:36;SKU-00272;3;34900,00;5;CASH
R-0047826;ST-003;E-0115;23.02.2026 10:53;SKU-00105;1;32726,56;;CARD
R-0048013;ST-010;E-0148;23.02.2026 12:59;SKU-00348;5;5000,00;0;TRANSFER
R-0048018;ST-010;E-0148;23.02.2026 14:06;SKU-00066;1;42500,00;;CARD
R-0047949;ST-008;E-0139;2026-02-23 16:36:37;SKU-00187;1;;;CARD
R-0047908;ST-006;E-0130;23.02.2026 12:07; sku-00021 ;1;81900,00;;CASH
R-0047843;ST-004;E-0119;23.02.2026 20:36;SKU-00243;4;176700,00;5;CASH
R-0047965;ST-008;E-0138;2026-02-23 11:10:45;SKU-00147;1;75400,00;;CARD
R-0047876;ST-005;E-0124;2026-02-23 10:17:55;SKU-00249;1;32600,00;;CASH
R-0047850;ST-004;E-0118;23.02.2026 15:10;SKU-00291;3;53511,89;10;TRANSFER
R-0047978;ST-009;E-0145;23.02.2026 14:15;SKU-00477;1;30076,81;;CASH
R-0047939;ST-007;E-0135;23.02.2026 19:28;SKU-00024;2;201920,00;10;TRANSFER
R-0048063;ST-012;E-0160;2026-02-23 14:35:10;SKU-00307;3;110705,32;;CASH
R-0047777;ST-001;E-0104;23.02.2026 09:48;SKU-00100;1;126800,00;0;CASH
R-0047766;ST-001;E-0103;23.02.2026 12:11;SKU-00265;2;94100,00;;TRANSFER
R-0047905;ST-006;E-0128;23.02.2026 10:13;SKU-00252;1;119300,00;10;CARD
R-0047966;ST-008;E-0140;23.02.2026 13:27;SKU-00427;1;102600,00;;TRANSFER
R-0047768;ST-001;E-0104;2026-02-23 19:07:58;SKU-00004;1;87400,00;5;CASH
R-0047916;ST-006;E-0128;23.02.2026 11:08;SKU-00427;4;102600,00;;CASH
R-0048044;ST-011;E-0154;23.02.2026 12:00;SKU-00126;1;47700,00;;CASH
R-0048001;ST-009;E-0145;23.02.2026 14:41;SKU-00362;1;35200,00;0;CARD
R-0047822;ST-003;E-0114;2026-02-23 10:10:36;SKU-00350;1;13800,00;;CASH
R-0047765;ST-001;E-0103;2026-02-23 11:10:00;SKU-00403;2;89500,00;15;TRANSFER
R-0048056;ST-012;E-0159;23.02.2026 11:58;SKU-00184;3;21800,00;;CARD
R-0047933;ST-007;E-0134;23.02.2026 10:22;SKU-00348;3;5000,00;;CARD
R-0047963;ST-008;E-0139;23.02.2026 13:55;SKU-00097;3;39632,61;0;CASH
R-0047937;ST-007;E-0135;23.02.2026 09:06;SKU-00296;3;35700,00;15;CARD
R-0047879;ST-005;E-0125;23.02.2026 10:05;SKU-00390;1;;0;CARD
R-0048023;ST-011;E-0153;23.02.2026 09:04;SKU-00287;2;51100,00;;CASH
R-0048058;ST-012;E-0158;23.02.2026 12:49;SKU-00500;1;20300,00;0;CARD
R-0047790;ST-002;E-0109;2026-02-23 15:47:50;SKU-00032;1;80500,00;20;CARD
R-0047805;ST-002;E-0109;2026-02-23 16:01:18;SKU-00031;1;20300.00;;TRANSFER
R-0047874;ST-005;E-0130;2026-02-23 11:04:49;SKU-00174;4;60700,00;15;CASH
R-0047971;ST-008;E-0138;2026-02-23 09:05:09;SKU-00418;1;9400,00;5;CARD
R-0047813;ST-003;E-0115;23.02.2026 11:38;SKU-00271;1;82800,00;10;CASH
R-0047998;ST-009;E-0144;23.02.2026 17:40;SKU-00052;5;39600.00;;CARD
R-0048022;ST-011;E-0155;2026-02-23 14:22:46;SKU-00373;1;15202,76;0;CARD
R-0048044;ST-011;E-0154;23.02.2026 12:00;SKU-00441;2;114000,00;;CASH
R-0047991;ST-009;E-0144;23.02.2026 10:12;SKU-00137;1;69393,91;10;CARD
R-0048039;ST-011;E-0154;23.02.2026 09:17;SKU-00333;1;58592,03;;CARD
R-0047775;ST-001;E-0105;23.02.2026 13:02;SKU-00039;1;132900,00;;CARD
R-0047938;ST-007;E-0134;23.02.2026 12:53;SKU-00003;2;5400,00;;CARD
R-0047812;ST-003;E-0114;23.02.2026 19:33;SKU-00454;3;83500,00;0;CARD
R-0047998;ST-009;E-0144;23.02.2026 17:40;SKU-00421;1;176800,00;;CARD
R-0047973;ST-009;E-0145;23.02.2026 17:40;SKU-00199;1;;;CARD
R-0047946;ST-007;E-0133;2026-02-23 12:21:49;SKU-00033;3;137400,00;;CASH
R-0047974;ST-009;E-0145;2026-02-23 11:56:49;SKU-00371;4;87800,00;10;CASH
R-0047817;ST-003;E-0113;23.02.2026 18:42;SKU-00053;4;38200,00;0;CARD
R-0047811;ST-003;E-0114;2026-02-23 19:21:11;SKU-00062;2;66915,29;0;CARD
R-0047886;ST-005;E-0125;23.02.2026 20:00;SKU-00376;2;76500,00;5;CASH
R-0048056;ST-012;E-0159;23.02.2026 11:58;SKU-00059;8;12900,00;0;CARD
R-0047965;ST-008;E-0138;23.02.2026 11:10;SKU-00461;1;142600,00;10;CARD
R-0047954;ST-008;E-0138;2026-02-23 15:36:04;SKU-00478;1;21712,27;5;CASH
R-0048043;ST-011;E-0153;23.02.2026 14:25;SKU-00266;2;92360,13;0;CASH
R-0047845;ST-004;E-0119;23.02.2026 16:24;SKU-00211;1;23412,77;;CASH
R-0047961;ST-008;E-0113;23.02.2026 16:40;SKU-00063;4;24200,00;0;CASH
R-0047882;ST-005;E-0123;2026-02-23 09:00:47;SKU-00163;1;192465,34;135;CASH
R-0048053;ST-012;E-0159;2026-02-23 19:13:00;SKU-00356;1;76500,00;;CASH
