receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0031228;ST-007;E-0135;04.01.2026 15:07;SKU-00498;1;157900,00;;CASH
R-0031395;ST-012;E-0160;04.01.2026 14:45;SKU-00010;1;25500,00;0;CASH
R-0031028;ST-001;E-0104;04.01.2026 10:43;SKU-00131;1;142400,00;0;CASH
R-0031304;ST-009;E-0145;04.01.2026 13:03;SKU-00007;1;22000,00;10;CASH
R-0031067;ST-002;E-0110;04.01.2026 20:14;SKU-00381;1;6200,00;5;CASH
R-0031287;ST-009;E-0144;2026-01-04 17:08:49;SKU-00164;2;65000,00;;CARD
R-0031376;ST-011;E-0153;2026-01-04 15:05:53;SKU-00347;2;27500,00;5;CASH
R-0031255;ST-008;E-0138;04.01.2026 10:59;SKU-00494;1;54100,00;0;CARD
R-0031237;ST-007;E-0135;04.01.2026 12:32;SKU-00464;1;108000,00;15;CASH
R-0031329;ST-010;E-0150;04.01.2026 17:05;SKU-00472;2;62700,00;10;CASH
R-0031317;ST-009;E-0144;04.01.2026 09:45;SKU-00317;4;n/a;;CARD
R-0031072;ST-002;E-0109;04.01.2026 12:19;SKU-00005;5;80800,00;;TRANSFER
R-0031372;ST-011;E-0154;04.01.2026 12:17;SKU-00141;1;60300,00;;CASH
R-0031339;ST-010;E-0150;04.01.2026 16:22;SKU-00124;3;49400,00;;CARD
R-0031136;ST-004;E-0120;2026-01-04 18:07:01;SKU-00340;1;51400,00;;CASH
R-0031153;ST-004;E-0120;2026-01-04 19:31:53;SKU-00198;1;;;CARD
R-0031014;ST-001;E-0104;04.01.2026 10:41;SKU-00389;1;;0;CASH
R-0031395;ST-012;E-0160;04.01.2026 14:45;SKU-00283;4;71900,00;;CASH
R-0031235;ST-007;E-0133;2026-01-04 13:02:50;SKU-00048;1;22700.00;10;CARD
R-0031199;ST-006;E-0128;04.01.2026 12:16;SKU-00140;2;68900,00;;TRANSFER
R-0031131;ST-004;E-0119;04.01.2026 11:46;SKU-00341;2;63200,00;5;CARD
R-0031073;ST-002;E-0108;2026-01-04 20:58:08;SKU-00049;4;30700,00;;CARD
R-0031252;ST-008;E-0140;04.01.2026 15:22;SKU-00283;1;71900,00;0;CASH
R-0031063;ST-002;E-0109;04.01.2026 10:02;SKU-00436;2;120400,00;;CASH
R-0031038;ST-001;E-0103;04.01.2026 15:13;SKU-00259;1;53600,00;0;CASH
R-0031085;ST-003;E-0114;04.01.2026 09:07;SKU-00103;4;144500,00;5;CASH
R-0031044;ST-002;E-0110;2026-01-04 11:53:39;SKU-00279;8;52200.00;;TRANSFER
R-0031388;ST-011;E-0154;04.01.2026 10:14;SKU-00067;1;14700,00;0;CARD
R-0031117;ST-004;E-0120;2026-01-04 14:11:41;SKU-00017;1;164600,00;;CASH
R-0031403;ST-012;E-0159;04.01.2026 12:37; sku-00140 ;1;68900,00;0;CARD
R-0031021;ST-001;E-0104;2026-01-04 17:10:55;SKU-00364;1;55000,00;10;CASH
R-0031236;ST-007;E-0133;2026-01-04 14:30:21;SKU-00073;3;93500,00;15;CARD
R-0031121;ST-004;E-0120;04.01.2026 12:26;SKU-00327;8;21400,00;10;CARD
R-0031135;ST-004;E-0120;04.01.2026 09:59;SKU-00289;3;26400,00;0;CASH
R-0031064;ST-002;E-0108;2026-01-04 16:03:01;SKU-00428;-1;89500,00;;CASH
R-0031313;ST-009;E-0145;2026-01-04 16:12:03;SKU-00059;1;12900,00;;CARD
R-0031065;ST-002;E-0108;04.01.2026 10:11;SKU-00197;2;24300,00;0;CASH
R-0031097;ST-003;E-0115;2026-01-04 19:27:28;SKU-00441;1;114000,00;15;CASH
R-0031102;ST-003;E-0115;04.01.2026 15:50;SKU-00123;2;87500,00;10;CARD
R-0031261;ST-008;E-0140;04.01.2026 20:06;SKU-00186;2;18600,00;0;TRANSFER
R-0031373;ST-011;E-0154;2026-01-04 09:58:43;SKU-00275;1;52400,00;10;CASH
R-0031343;ST-010;E-0148;2026-01-04 13:31:06;SKU-00477;2;28400,00;5;CASH
R-0031034;ST-001;E-0149;2026-01-04 09:23:32;SKU-00099;1;108400,00;10;CARD
R-0031362;ST-011;E-0155;04.01.2026 17:13;SKU-00100;1;126800.00;;CARD
R-0031125;ST-004;E-0118;2026-01-04 12:49:52;SKU-00367;1;11700,00;10;TRANSFER
R-0031277;ST-008;E-0138;04.01.2026 13:19;SKU-00195;1;37000,00;0;CARD
R-0031210;ST-007;E-0134;2026-01-04 10:58:19;SKU-00085;3;128900,00;0;CARD
R-0031206;ST-006;E-0130;04.01.2026 10:45;SKU-00065;1;27400,00;0;CASH
R-0031339;ST-010;E-0150;04.01.2026 16:22;SKU-00284;1;;;CARD
R-0031264;ST-008;E-0139;2026-01-04 17:10:03;SKU-00392;4;53300,00;;TRANSFER
R-0031314;ST-009;E-0145;04.01.2026 17:28;SKU-00359;1;17800.00;;CARD
R-0031249;ST-008;E-0139;04.01.2026 09:13;SKU-00150;1;12300,00;20;CASH
R-0031383;ST-011;E-0153;04.01.2026 17:10;SKU-00136;2;29700,00;;CARD
R-0031217;ST-007;E-0135;2026-01-04 18:17:30;SKU-00450;2;105800,00;;TRANSFER
R-0031285;ST-009;E-0145;04.01.2026 16:20;SKU-00336;1;69900,00;;CASH
R-0031372;ST-011;E-0154;2026-01-04 12:17:05;SKU-00475;1;56900,00;0;CASH
R-0031014;ST-001;E-0104;04.01.2026 10:41;SKU-00417;1;16900,00;;CASH
R-0031058;ST-002;E-0109;2026-01-04 19:45:54;SKU-00428;2;89500,00;;CASH
R-0031315;ST-009;E-0144;04.01.2026 12:44;SKU-00199;1;23300,00;;CARD
R-0031205;ST-006;E-0128;04.01.2026 11:43;SKU-00265;4;94100,00;0;CASH
R-0031092;ST-003;E-0115;04.01.2026 20:41;SKU-00055;1;25200,00;;CASH
R-0031159;ST-005;E-0123;04.01.2026 14:09;SKU-00335;1;51400,00;;CASH
R-0031239;ST-007;E-0133;2026-01-04 15:41:14;SKU-00052;2;;0;CARD
R-0031177;ST-005;E-0125;04.01.2026 15:12;SKU-00058;1;7400,00;0;CASH
R-0031186;ST-006;E-0129;2026-01-04 20:27:35;SKU-00254;2;118300,00;15;CARD
R-0031059;ST-002;E-0110;04.01.2026 12:58;SKU-00193;2;28800,00;5;CASH
R-0031181;ST-006;E-0129;2026-01-04 17:46:47;SKU-00308;4;77000.00;5;CARD
R-0031115;ST-004;E-0119;04.01.2026 16:08;SKU-00473;5;62200,00;;CASH
R-0031082;ST-003;E-0115;04.01.2026 12:32;SKU-00459;1;55100,00;;CASH
R-0031153;ST-004;E-0120;2026-01-04 19:31:53;SKU-00368;1;50700,00;5;CARD
R-0031178;ST-005;E-0125;2026-01-04 14:25:39;SKU-00268;1;79800.00;;CASH
R-0031231;ST-007;E-0133;04.01.2026 18:42;SKU-00361;2;33800,00;5;CASH
R-0031047;ST-002;E-0110;04.01.2026 15:59;SKU-00026;4;134100,00;5;CARD
R-0031115;ST-004;E-0119;2026-01-04 16:08:57;SKU-00206;2;16700,00;5;CASH
R-0031132;ST-004;E-0119;04.01.2026 16:49;SKU-00381;1;6200,00;;CASH
R-0031034;ST-001;E-0104;04.01.2026 09:23;SKU-00449;2;138100,00;0;CARD
R-0031319;ST-009;E-0145;04.01.2026 18:10;SKU-00172;1;78700,00;;CASH
R-0031354;ST-010;E-0148;04.01.2026 11:46;SKU-00468;5;79400,00;;CASH
R-0031296;ST-009;E-0144;04.01.2026 10:49;SKU-00072;1;57300,00;0;CARD
R-0031336;ST-010;E-0149;04.01.2026 15:40;SKU-00232;4;142200,00;20;CASH
R-0031125;ST-004;E-0118;04.01.2026 12:49;SKU-00172;5;78700,00;0;TRANSFER
R-0031075;ST-002;E-0110;04.01.2026 11:33;SKU-00144;1;47800,00;;CARD
R-0031030;ST-001;E-0103;2026-01-04 20:10:10;SKU-00466;1;10700,00;10;CASH
R-0031144;ST-004;E-0119;04.01.2026 20:57;SKU-00454;4;83500,00;10;CASH
R-0031417;ST-012;E-0159;04.01.2026 09:04;SKU-00326;4;29200,00;15;CASH
