receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0043702;ST-004;E-0119;11.02.2026 16:56;SKU-00112;1;117300,00;20;CASH
R-0043767;ST-006;E-0130;11.02.2026 10:31;SKU-00389;2;83000,00;0;CARD
R-0043825;ST-009;E-0144;11.02.2026 16:50;SKU-00074;4;20000,00;;CARD
R-0043898;ST-012;E-0159;11.02.2026 10:09;SKU-00453;8;155916,60;5;CASH
R-0043803;ST-008;E-0139;11.02.2026 15:45;SKU-00452;3;16200,00;10;CASH
R-0043869;ST-011;E-0154;11.02.2026 16:51;SKU-00149;1;93104,49;;CASH
R-0043747;ST-005;E-0125;11.02.2026 14:54;SKU-00061;1;75726,02;;CASH
R-0043611;ST-001;E-0104;11.02.2026 09:11;SKU-00410;1;15492,97;;TRANSFER
R-0043742;ST-005;E-0123;11.02.2026 10:47;SKU-00147;2;75400,00;0;CASH
R-0043710;ST-004;E-0118;2026-02-11 09:01:04;SKU-00093;1;103800,00;0;CARD
R-0043842;ST-010;E-0150;11.02.2026 11:14;SKU-00144;3;47800,00;;CARD
R-0043758;ST-006;E-0128;11.02.2026 12:10;SKU-00457;1;175943,99;0;CASH
R-0043848;ST-010;E-0149;2026-02-11 10:52:38;SKU-00029;1;17760,00;;CARD
R-0043787;ST-007;E-0135;2026-02-11 17:37:09;SKU-00223;3;28900,00;;CASH
R-0043702;ST-004;E-0119;2026-02-11 16:56:25;SKU-00472;1;62700,00;;CASH
R-0043653;ST-002;E-0108;11.02.2026 18:08;SKU-00314;2;146848,07;5;CASH
R-0043733;ST-005;E-0124;2026-02-11 12:25:40;SKU-00383;1;27800,00;;CARD
R-0043845;ST-010;E-0149;2026-02-11 18:11:14;SKU-00296;3;35700,00;0;CASH
R-0043829;ST-009;E-0144;11.02.2026 16:24;SKU-00424;2;91800,00;;CARD
R-0043815;ST-009;E-0145;11.02.2026 15:54;SKU-00419;8;75200,00;0;CARD
R-0043836;ST-009;E-0145;11.02.2026 19:36;SKU-00038;1;86671,00;10;CARD
R-0043896;ST-012;E-0158;11.02.2026 16:01; sku-00088 ;1;130200,00;0;TRANSFER
R-0043655;ST-002;E-0110;2026-02-11 15:03:55;SKU-00128;2;111700,00;;CARD
R-0043895;ST-012;E-0158;11.02.2026 13:19;SKU-00329;1;15000,00;;CASH
