receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0044738;ST-007;E-0134;14.02.2026 09:23;SKU-00308;3;77000,00;20;TRANSFER
R-0044930;ST-012;E-0159;2026-02-14 09:06:37;SKU-00363;2;58900,00;0;CASH
R-0044854;ST-010;E-0150;2026-02-14 12:14:47;SKU-00303;1;151000,00;;CASH
R-0044922;ST-012;E-0158;14.02.2026 16:11;SKU-00458;2;124900,00;;CARD
R-0044747;ST-007;E-0134;14.02.2026 18:37;SKU-00230;1;106500,00;0;CARD
R-0044929;ST-012;E-0158;2026-02-14 20:47:41;SKU-00242;1;173300.00;;CASH
R-0044720;ST-006;E-0129;14.02.2026 12:05;SKU-00273;1;58600,00;5;CASH
R-0044843;ST-010;E-0150;14.02.2026 15:23;SKU-00157;2;83000,00;5;CASH
R-0044548;ST-002;E-0110;14.02.2026 18:08;SKU-00445;4;37300,00;;CASH
R-0044798;ST-009;E-0144;14.02.2026 14:09;SKU-00235;-1;16800,00;;CARD
R-0044566;ST-002;E-0110;14.02.2026 17:43;SKU-00106;3;113000,00;;CARD
R-0044690;ST-006;E-0130;14.02.2026 10:42;SKU-00209;1;17958,21;0;CASH
R-0044895;ST-011;E-0155;2026-02-14 12:53:12;SKU-00320;4;119100,00;;CARD
R-0044925;ST-012;E-0159;14.02.2026 10:00;SKU-00248;1;123000,00;;CARD
R-0044537;ST-001;E-0105;2026-02-14 09:46:01;SKU-00082;1;131832,60;5;CARD
R-0044835;ST-010;E-0150;14.02.2026 17:43;SKU-00189;1;28300,00;;CARD
R-0044773;ST-008;E-0138;2026-02-14 11:12:45;SKU-00101;1;59300,00;;CASH
R-0044581;ST-003;E-0114;14.02.2026 14:13;SKU-00004;1;87400,00;;CARD
R-0044861;ST-010;E-0150;14.02.2026 10:55;SKU-00165;1;62100,00;10;TRANSFER
R-0044848;ST-010;E-0150;14.02.2026 10:26;SKU-00319;1;102500,00;;TRANSFER
R-0044844;ST-010;E-0149;14.02.2026 11:12;SKU-00055;1;25200,00;0;CARD
R-0044629;ST-004;E-0118;14.02.2026 18:08;SKU-00428;1;89500,00;;CARD
R-0044856;ST-010;E-0150;14.02.2026 19:50;SKU-00334;2;30700,00;0;CARD
R-0044678;ST-005;E-0125;14.02.2026 18:37;SKU-00438;5;149700,00;;CARD
R-0044845;ST-010;E-0149;2026-02-14 12:00:28;SKU-00141;1;60300,00;;CARD
R-0044679;ST-005;E-0125;14.02.2026 20:57;SKU-00238;4;58700,00;0;CASH
R-0044752;ST-007;E-0134;14.02.2026 11:34;SKU-00364;5;60734,11;;CARD
R-0044929;ST-012;E-0158;14.02.2026 20:47;SKU-00053;1;38200,00;0;CASH
R-0044905;ST-012;E-0160;2026-02-14 18:55:14;SKU-00489;2;94500,00;5;CARD
R-0044687;ST-006;E-0128;14.02.2026 18:06; sku-00146 ;2;38700,00;;CASH
R-0044727;ST-007;E-0134;2026-02-14 13:05:22;SKU-00308;2;77000,00;;TRANSFER
R-0044626;ST-004;E-0120;2026-02-14 11:08:45;SKU-00368;8;53237,31;10;CARD
R-0044858;ST-010;E-0148;2026-02-14 12:48:20;SKU-00202;1;11500,00;;CASH
R-0044806;ST-009;E-0145;2026-02-14 20:37:29;SKU-00294;3;27300,00;10;CARD
R-0044635;ST-004;E-0119;14.02.2026 15:37;SKU-00249;1;32600,00;5;CASH
R-0044751;ST-007;E-0135;14.02.2026 15:01;SKU-00290;1;23791,59;;CARD
R-0044927;ST-012;E-0159;14.02.2026 15:54;SKU-00009;1;62708,66;0;CASH
R-0044518;ST-001;E-0104;14.02.2026 10:19;SKU-00092;1;35600,00;;CARD
R-0044515;ST-001;E-0105;14.02.2026 18:01;SKU-00322;1;95700,00;;CASH
R-0044826;ST-010;E-0149;14.02.2026 17:52;SKU-00496;1;97800,00;0;CARD
R-0044662;ST-005;E-0123;14.02.2026 16:16;SKU-00325;1;179600,00;;CARD
R-0044927;ST-012;E-0159;2026-02-14 15:54:08;SKU-00119;1;93600,00;;CASH
R-0044538;ST-001;E-0104;14.02.2026 19:56;SKU-00346;1;14400,00;;CARD
R-0044809;ST-009;E-0145;14.02.2026 19:25;SKU-00189;3;28300,00;0;CASH
R-0044885;ST-011;E-0154;14.02.2026 12:23;SKU-00317;1;57400.00;;CARD
R-0044887;ST-011;E-0154;14.02.2026 19:46;SKU-00088;1;130200,00;10;CASH
R-0044653;ST-005;E-0123;14.02.2026 10:44;SKU-00104;1;101200,00;;CASH
R-0044784;ST-008;E-0138;2026-02-14 09:12:43; sku-00436 ;2;126712,14;;CARD
R-0044917;ST-012;E-0158;14.02.2026 12:18;SKU-00134;1;40191,30;20;CARD
R-0044831;ST-010;E-0148;14.02.2026 09:37;SKU-00105;1;32726,56;10;CARD
R-0044882;ST-011;E-0153;2026-02-14 10:27:23;SKU-00403;1;89500.00;0;CASH
R-0044697;ST-006;E-0128;14.02.2026 19:27;SKU-00260;3;124300,00;10;CARD
R-0044631;ST-004;E-0118;14.02.2026 20:48;SKU-00427;1;102600,00;5;TRANSFER
R-0044646;ST-004;E-0118;2026-02-14 11:26:16;SKU-00457;1;175943,99;;CARD
R-0044586;ST-003;E-0114;14.02.2026 13:44;SKU-00050;1;41200,00;;CARD
R-0044536;ST-001;E-0103;14.02.2026 19:19;SKU-00012;5;82800,00;;CARD
R-0044753;ST-007;E-0134;14.02.2026 20:55;SKU-00311;1;42200,00;;CARD
R-0044589;ST-003;E-0113;14.02.2026 11:33;SKU-00024;1;126200,00;;CARD
R-0044686;ST-006;E-0129;2026-02-14 14:49:03;SKU-00118;1;21300,00;10;CASH
R-0044852;ST-010;E-0150;14.02.2026 09:38;SKU-00425;2;88600,00;;CARD
R-0044836;ST-010;E-0150;14.02.2026 17:38;SKU-00192;2;32500,00;;CASH
R-0044853;ST-010;E-0148;14.02.2026 09:13;SKU-00171;2;152544,27;0;CASH
R-0044783;ST-008;E-0138;14.02.2026 19:02;SKU-00295;1;49887,43;0;CARD
R-0044631;ST-004;E-0118;2026-02-14 20:48:13;SKU-00145;2;105321,53;0;TRANSFER
R-0044807;ST-009;E-0145;14.02.2026 09:02;SKU-00383;1;27800,00;;CASH
R-0044774;ST-008;E-0138;14.02.2026 09:45;SKU-00060;3;33200,00;;TRANSFER
R-0044711;ST-006;E-0130;14.02.2026 15:16;SKU-00362;1;35200,00;;CASH
R-0044618;ST-004;E-0118;14.02.2026 10:56;SKU-00492;1;60000,00;;CARD
R-0044792;ST-008;E-0139;14.02.2026 13:18;SKU-00215;1;36068,81;15;CARD
R-0044548;ST-002;E-0110;14.02.2026 18:08;SKU-00189;4;28300,00;0;CASH
R-0044856;ST-010;E-0150;14.02.2026 19:50;SKU-00282;3;28900,00;;CARD
R-0044850;ST-010;E-0149;14.02.2026 18:48;SKU-00202;1;11500,00;0;TRANSFER
R-0044860;ST-010;E-0148;2026-02-14 13:29:34;SKU-00480;5;91429,42;5;CARD
R-0044770;ST-008;E-0140;14.02.2026 19:36;SKU-00279;2;52200.00;0;CASH
R-0044643;ST-004;E-0120;14.02.2026 17:45;SKU-00078;1;107900,00;5;CARD
R-0044731;ST-007;E-0135;2026-02-14 09:40:48;SKU-00993;5;23300,00;;CASH
R-0044650;ST-004;E-0119;14.02.2026 09:43;SKU-00367;1;13017.94;10;TRANSFER
R-0044851;ST-010;E-0148;2026-02-14 12:58:15;SKU-00369;2;50900,00;;CASH
R-0044562;ST-002;E-0110;14.02.2026 20:12;SKU-00198;2;39470.75;;CARD
R-0044517;ST-001;E-0103;2026-02-14 10:09:43;SKU-00280;1;73543,84;;CASH
R-0044591;ST-003;E-0113;14.02.2026 18:19;SKU-00026;2;134100,00;;CARD
R-0044773;ST-008;E-0138;14.02.2026 11:12; sku-00231 ;1;97279,15;;CASH
R-0044899;ST-011;E-0153;14.02.2026 09:07;SKU-00389;1;83000,00;;CASH
