receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0045798;ST-006;E-0130;2026-02-17 12:34:41;SKU-00373;8;15202,76;0;CASH
R-0045802;ST-006;E-0129;2026-02-17 13:07:08;SKU-00099;1;118413,27;;CASH
R-0045772;ST-005;E-0125;2026-02-17 12:01:27;SKU-00362;1;35200,00;;CARD
R-0045735;ST-003;E-0115;2026-02-17 13:39:46;SKU-00053;1;38200,00;;CARD
R-0045731;ST-003;E-0114;17.02.2026 18:04;SKU-00350;1;13800,00;;CASH
R-0045914;ST-010;E-0150;17.02.2026 18:11;SKU-00254;1;125524,55;;CASH
R-0045760;ST-004;E-0119;17.02.2026 13:16;SKU-00359;1;19351,92;0;CARD
R-0045968;ST-012;E-0160;2026-02-17 10:56:17; sku-00395 ;2;-;5;CARD
R-0045935;ST-011;E-0153;2026-02-17 11:32:09;SKU-00055;2;25200,00;;CARD
R-0045964;ST-012;E-0160;17.02.2026 12:23;SKU-00088;2;130200,00;;CASH
R-0045934;ST-011;E-0154;2026-02-17 15:15:11;SKU-00050;2;41200,00;;CASH
R-0045879;ST-009;E-0145;17.02.2026 14:14;SKU-00425;1;88600,00;;CASH
R-0045823;ST-006;E-0129;2026-02-17 15:34:52;SKU-00146;4;38700,00;0;CARD
R-0045796;ST-006;E-0128;17.02.2026 17:07;SKU-00479;3;11000,00;0;CARD
R-0045980;ST-012;E-0160;17.02.2026 16:45;SKU-00066;5;42500,00;0;CARD
R-0045774;ST-005;E-0124;17.02.2026 15:13;SKU-00488;1;97440,00;;CARD
R-0045853;ST-008;E-0140;17.02.2026 15:38;SKU-00280;2;73543,84;;CARD
R-0045678;ST-002;E-0110;17.02.2026 16:30;SKU-00404;2;77200,00;15;CARD
R-0045943;ST-011;E-0155;17.02.2026 19:00;SKU-00022;4;81352,03;;CASH
R-0045949;ST-011;E-0154;2026-02-17 09:20:06;SKU-00034;2;141400,00;10;CASH
R-0045833;ST-007;E-0133;2026-02-17 16:38:19;SKU-00187;2;12669,30;5;CASH
R-0045877;ST-009;E-0144;17.02.2026 20:33; sku-00263 ;1;41113,13;;CASH
R-0045762;ST-004;E-0118;17.02.2026 11:48;SKU-00424;8;91800,00;;CASH
