receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0030123;ST-006;E-0129;2026-01-01 20:37:35;SKU-00371;1;87800.00;;CARD
R-0030158;ST-007;E-0133;01.01.2026 16:10;SKU-00292;2;63500,00;;CARD
R-0030138;ST-007;E-0135;2026-01-01 09:21:39; sku-00152 ;2;74000,00;0;CARD
R-0030053;ST-003;E-0115;01.01.2026 16:18;SKU-00192;2;32500,00;;CARD
R-0030077;ST-004;E-0120;2026-01-01 16:45:52;SKU-00263;4;39800,00;10;CASH
R-0030094;ST-004;E-0119;01.01.2026 11:16;SKU-00262;3;32800,00;10;CASH
R-0030117;ST-006;E-0128;01.01.2026 10:32;SKU-00054;1;33700,00;;CASH
R-0030135;ST-007;E-0135;2026-01-01 12:58:08;SKU-00270;1;20600,00;;CASH
R-0030153;ST-007;E-0135;01.01.2026 16:28;SKU-00199;1;23300,00;0;CARD
R-0030060;ST-003;E-0113;01.01.2026 19:01;SKU-00168;1;91300,00;15;CASH
R-0030035;ST-002;E-0108;2026-01-01 18:08:23;SKU-00462;1;42300,00;0;TRANSFER
R-0030181;ST-008;E-0138;01.01.2026 14:35;SKU-00476;1;9800,00;10;CASH
R-0030037;ST-002;E-0108;2026-01-01 15:58:42;SKU-00043;3;n/a;;CASH
R-0030077;ST-004;E-0120;01.01.2026 16:45;SKU-00209;4;15900,00;;CASH
R-0030185;ST-008;E-0140;2026-01-01 14:23:05;SKU-00066;2;42500,00;0;CARD
R-0030042;ST-002;E-0108;01.01.2026 20:21;SKU-00077;1;123800,00;15;CASH
R-0030193;ST-009;E-0144;2026-01-01 16:43:34;SKU-00006;1;76480,00;;TRANSFER
R-0030014;ST-001;E-0104;01.01.2026 19:21;SKU-00062;8;100160,00;;CASH
R-0030094;ST-004;E-0119;2026-01-01 11:16:55;SKU-00358;1;8500,00;10;CASH
R-0030179;ST-008;E-0138;01.01.2026 19:00;SKU-00216;1;-;10;CARD
R-0030054;ST-003;E-0115;01.01.2026 18:56;SKU-00023;1;133500,00;;CASH
R-0030224;ST-010;E-0148;2026-01-01 16:28:00;SKU-00146;2;61920,00;10;CARD
R-0030173;ST-008;E-0138;2026-01-01 19:38:24;SKU-00258;2;93120,00;;CASH
R-0030164;ST-008;E-0139;2026-01-01 17:31:45;SKU-00069;3;79600,00;0;CARD
R-0030168;ST-008;E-0138;01.01.2026 12:54;SKU-00282;3;;;CASH
R-0030154;ST-007;E-0135;01.01.2026 09:20;SKU-00497;1;38000,00;0;CARD
R-0030272;ST-012;E-0159;01.01.2026 10:55;SKU-00121;1;15000,00;10;CARD
R-0030148;ST-007;E-0135;01.01.2026 17:56;SKU-00014;2;15100,00;5;CASH
R-0030166;ST-008;E-0140;01.01.2026 09:52;SKU-00249;1;32600.00;;CASH
R-0030041;ST-002;E-0108;01.01.2026 10:55;SKU-00364;1;55000,00;;CASH
R-0030185;ST-008;E-0140;01.01.2026 14:23;SKU-00481;8;85800.00;0;CARD
R-0030192;ST-009;E-0144;01.01.2026 09:10;SKU-00314;3;135200,00;10;CASH
R-0030174;ST-008;E-0123;01.01.2026 19:19;SKU-00001;1;18000,00;0;CASH
R-0030004;ST-001;E-0105;2026-01-01 16:51:30;SKU-00127;1;31200,00;0;TRANSFER
R-0030265;ST-011;E-0154;01.01.2026 10:30;SKU-00434;2;165300,00;0;CARD
R-0030068;ST-003;E-0113;01.01.2026 16:00;SKU-00197;1;24300,00;15;TRANSFER
R-0030044;ST-002;E-0108;01.01.2026 14:34;SKU-00328;1;102800,00;0;CASH
R-0030230;ST-010;E-0148;01.01.2026 09:31;SKU-00059;3;12900,00;;CARD
R-0030230;ST-010;E-0148;2026-01-01 09:31:27;SKU-00491;1;84400,00;10;CARD
R-0030234;ST-010;E-0149;01.01.2026 14:28;SKU-00423;1;118800,00;0;CARD
R-0030239;ST-011;E-0155;01.01.2026 15:10;SKU-00160;1;142800,00;20;CARD
R-0030263;ST-011;E-0154;01.01.2026 15:25;SKU-00015;8;13700,00;;TRANSFER
R-0030154;ST-007;E-0135;2026-01-01 09:20:56;SKU-00449;4;138100,00;15;CARD
R-0030163;ST-008;E-0138;2026-01-01 14:37:01;SKU-00381;3;6200,00;20;CASH
R-0030267;ST-012;E-0158;01.01.2026 19:29;SKU-00034;1;141400,00;;CARD
R-0030074;ST-004;E-0120;2026-01-01 09:29:12;SKU-00432;5;78300,00;10;CASH
R-0030244;ST-011;E-0155;01.01.2026 18:06;SKU-00306;1;45100,00;0;CARD
R-0030074;ST-004;E-0120;01.01.2026 09:29;SKU-00377;3;45600,00;;CASH
