receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0035708;ST-001;E-0103;18.01.2026 09:12;SKU-00030;1;120800,00;5;CASH
R-0035690;ST-001;E-0105;18.01.2026 17:42;SKU-00297;2;46100,00;;CASH
R-0035846;ST-006;E-0129;18.01.2026 10:42;SKU-00039;1;132900,00;;CARD
R-0035795;ST-004;E-0118;2026-01-18 15:01:31;SKU-00244;1;99700,00;5;CASH
R-0036060;ST-012;E-0159;18.01.2026 16:55;SKU-00306;5;45100,00;;CASH
R-0035856;ST-006;E-0128;18.01.2026 13:07;SKU-00326;3;29200,00;;CARD
R-0035850;ST-006;E-0129;18.01.2026 19:07;SKU-00409;2;20700,00;;TRANSFER
R-0036036;ST-012;E-0160;2026-01-18 20:52:07;SKU-00116;2;28900,00;;CASH
R-0036050;ST-012;E-0158;2026-01-18 16:54:29;SKU-00251;1;132500,00;0;CASH
R-0035800;ST-004;E-0120;18.01.2026 18:44;SKU-00089;2;79100,00;;CARD
R-0035962;ST-009;E-0144;18.01.2026 19:43;SKU-00316;1;103700,00;;CASH
R-0036057;ST-012;E-0158;18.01.2026 11:21;SKU-00186;1;18600.00;0;CASH
R-0035713;ST-002;E-0110;18.01.2026 18:03;SKU-00220;1;40000,00;0;CARD
R-0036029;ST-011;E-0154;18.01.2026 15:01;SKU-00417;2;16900,00;0;CASH
R-0035751;ST-003;E-0114;2026-01-18 11:51:35;SKU-00105;2;31500,00;;CARD
R-0035809;ST-004;E-0119;18.01.2026 09:24;SKU-00459;1;55100,00;;CASH
R-0035928;ST-008;E-0140;18.01.2026 11:27;SKU-00392;2;53300,00;;CASH
R-0035746;ST-003;E-0113;18.01.2026 12:27;SKU-00488;2;60900,00;;CASH
R-0035845;ST-006;E-0128;18.01.2026 11:53;SKU-00484;3;22800,00;0;CASH
R-0036027;ST-011;E-0154;18.01.2026 14:19;SKU-00244;1;99700,00;;TRANSFER
R-0035852;ST-006;E-0129;18.01.2026 16:31;SKU-00216;2;19000,00;0;CARD
R-0035710;ST-001;E-0104;18.01.2026 13:05;SKU-00046;5;14400,00;0;CARD
R-0035840;ST-005;E-0124;18.01.2026 20:05;SKU-00249;1;32600,00;10;TRANSFER
R-0036042;ST-012;E-0160;18.01.2026 20:37;SKU-00331;2;45600,00;;CARD
R-0035714;ST-002;E-0110;18.01.2026 09:26;SKU-00148;1;84000,00;;CASH
R-0035686;ST-001;E-0104;18.01.2026 16:59;SKU-00091;1;130600,00;5;CARD
R-0035833;ST-005;E-0125;18.01.2026 18:21;SKU-00263;2;39800,00;5;CASH
R-0036026;ST-011;E-0153;18.01.2026 18:27;SKU-00352;2;92800,00;;CASH
R-0035764;ST-003;E-0114;18.01.2026 11:00;SKU-00270;4;20600,00;;CASH
R-0035700;ST-001;E-0104;2026-01-18 13:30:51;SKU-00125;2;83200,00;;TRANSFER
R-0035856;ST-006;E-0128;2026-01-18 13:07:02;SKU-00410;2;13800,00;;CARD
R-0035855;ST-006;E-0130;18.01.2026 17:10;SKU-00446;1;164600,00;15;CARD
R-0036050;ST-012;E-0158;2026-01-18 16:54:29;SKU-00259;4;53600,00;;CASH
R-0035808;ST-004;E-0118;18.01.2026 16:50;SKU-00111;1;57700,00;;CASH
R-0035839;ST-005;E-0123;18.01.2026 16:57;SKU-00040;2;57700,00;0;CARD
R-0035788;ST-004;E-0120;18.01.2026 09:17;SKU-00174;2;60700,00;;CASH
R-0036013;ST-011;E-0154;18.01.2026 12:29;SKU-00495;8;36800,00;20;CASH
R-0035887;ST-007;E-0135;18.01.2026 17:36;SKU-00066;1;42500,00;;CARD
R-0035799;ST-004;E-0119;18.01.2026 17:36;SKU-00171;4;91700,00;0;CASH
R-0035735;ST-002;E-0109;18.01.2026 13:14;SKU-00219;3;40500,00;;CARD
R-0036019;ST-011;E-0154;18.01.2026 17:46;SKU-00356;1;76500,00;5;CASH
R-0035915;ST-008;E-0139;18.01.2026 20:09;SKU-00448;3;172400,00;;CASH
R-0035767;ST-003;E-0113;2026-01-18 11:33:53;SKU-00397;3;5300,00;0;CARD
R-0035863;ST-006;E-0128;2026-01-18 14:32:30;SKU-00008;1;41700,00;0;TRANSFER
R-0035708;ST-001;E-0103;2026-01-18 09:12:31;SKU-00491;5;84400,00;15;CASH
R-0035963;ST-009;E-0145;18.01.2026 15:34;SKU-00001;1;18000,00;;CASH
R-0036016;ST-011;E-0154;18.01.2026 20:37;SKU-00097;1;61440,00;0;CARD
R-0035713;ST-002;E-0110;2026-01-18 18:03:26;SKU-00136;4;29700,00;;CARD
R-0035846;ST-006;E-0129;18.01.2026 10:42;SKU-00021;1;;;CARD
R-0036045;ST-012;E-0158;18.01.2026 17:11;SKU-00412;4;64400,00;0;CASH
R-0035903;ST-008;E-0140;18.01.2026 13:43;SKU-00350;1;13800,00;;CARD
R-0035931;ST-008;E-0138;18.01.2026 19:43;SKU-00143;1;17400,00;0;CASH
R-0035775;ST-003;E-0115;18.01.2026 13:01;SKU-00395;1;57400,00;;CASH
R-0035738;ST-002;E-0109;2026-01-18 15:19:39;SKU-00098;1;68300,00;0;CASH
R-0035849;ST-006;E-0130;18.01.2026 15:45;SKU-00105;1;31500,00;;CASH
R-0035935;ST-008;E-0138;18.01.2026 20:13;SKU-00438;1;149700,00;;CASH
R-0036045;ST-012;E-0158;18.01.2026 17:11;SKU-00420;8;58300,00;0;CASH
R-0035767;ST-003;E-0113;2026-01-18 11:33:53;SKU-00426;2;92100,00;0;CARD
R-0035765;ST-003;E-0115;18.01.2026 13:16;SKU-00252;2;119300,00;5;TRANSFER
R-0035869;ST-006;E-0130;18.01.2026 12:57;SKU-00321;3;125800,00;5;TRANSFER
R-0035925;ST-008;E-0138;18.01.2026 13:47;SKU-00076;5;55600,00;5;CARD
R-0035683;ST-001;E-0105;2026-01-18 10:22:28;SKU-00016;1;164600,00;5;CASH
R-0035852;ST-006;E-0129;2026-01-18 16:31:19;SKU-00439;2;242720,00;20;CARD
R-0035831;ST-005;E-0124;18.01.2026 12:28;SKU-00091;1;130600,00;0;CASH
R-0035729;ST-002;E-0108;2026-01-18 14:52:07;SKU-00001;5;18000,00;5;CASH
R-0035874;ST-007;E-0133;2026-01-18 14:14:30;SKU-00231;1;89700,00;;CARD
R-0035854;ST-006;E-0129;2026-01-18 10:56:20;SKU-00382;1;75300,00;15;CASH
R-0035855;ST-006;E-0130;18.01.2026 17:10;SKU-00363;1;58900,00;;CARD
R-0035965;ST-009;E-0144;18.01.2026 20:51;SKU-00346;1;14400,00;10;CASH
R-0036054;ST-012;E-0139;18.01.2026 09:59;SKU-00191;1;38600,00;0;CARD
R-0035879;ST-007;E-0133;18.01.2026 19:51;SKU-00323;1;129500,00;;CARD
R-0035726;ST-002;E-0110;18.01.2026 14:01;SKU-00036;1;92900,00;0;CASH
R-0036049;ST-012;E-0158;2026-01-18 11:23:39;SKU-00049;1;30700,00;;CASH
R-0035918;ST-008;E-0139;18.01.2026 11:53;SKU-00304;2;130300,00;0;TRANSFER
R-0035912;ST-008;E-0139;18.01.2026 19:10;SKU-00312;1;44700,00;0;CARD
R-0035968;ST-009;E-0144;2026-01-18 11:20:42;SKU-00237;1;101100,00;0;CARD
R-0035802;ST-004;E-0120;18.01.2026 18:22;SKU-00078;1;107900,00;0;CARD
R-0035941;ST-009;E-0144;18.01.2026 10:14;SKU-00006;1;47800,00;20;TRANSFER
R-0035779;ST-004;E-0118;18.01.2026 12:48;SKU-00055;2;25200,00;15;CARD
R-0035777;ST-003;E-0114;2026-01-18 20:21:55;SKU-00293;1;74200,00;0;CARD
R-0035997;ST-010;E-0150;18.01.2026 20:41;SKU-00171;3;146720,00;10;TRANSFER
R-0035785;ST-004;E-0118;18.01.2026 14:13;SKU-00239;1;23000,00;;TRANSFER
R-0035955;ST-009;E-0144;18.01.2026 11:54;SKU-00065;1;27400,00;0;CASH
R-0036006;ST-011;E-0155;18.01.2026 14:19;SKU-00209;3;15900,00;5;CARD
R-0036039;ST-012;E-0159;18.01.2026 11:39;SKU-00381;4;6200,00;15;CASH
R-0035892;ST-007;E-0114;2026-01-18 13:33:23;SKU-00336;1;69900,00;;CASH
R-0035742;ST-002;E-0108;2026-01-18 17:25:48;SKU-00001;1;18000,00;;CASH
R-0035848;ST-006;E-0129;18.01.2026 12:36;SKU-00246;3;101500,00;10;CASH
R-0035845;ST-006;E-0128;18.01.2026 11:53;SKU-00098;5;68300,00;0;CASH
R-0035724;ST-002;E-0108;2026-01-18 13:58:43;SKU-00339;2;36000,00;0;CASH
R-0035720;ST-002;E-0108;2026-01-18 13:33:05;SKU-00257;1;108800,00;;TRANSFER
R-0035733;ST-002;E-0109;18.01.2026 11:06;SKU-00425;3;88600,00;;CASH
R-0035780;ST-004;E-0119;18.01.2026 12:19;SKU-00436;1;120400,00;15;CASH
R-0035781;ST-004;E-0119;2026-01-18 17:42:37;SKU-00097;1;38400,00;5;CARD
R-0035995;ST-010;E-0148;2026-01-18 17:12:34;SKU-00319;4;102500,00;;TRANSFER
R-0035962;ST-009;E-0144;2026-01-18 19:43:23;SKU-00085;1;128900,00;10;CASH
R-0035728;ST-002;E-0108;18.01.2026 16:58;SKU-00128;1;111700,00;0;CARD
R-0035869;ST-006;E-0130;18.01.2026 12:57;SKU-00321;3;125800.00;5;TRANSFER
R-0035952;ST-009;E-0144;18.01.2026 17:17;SKU-00176;2;63400,00;;CARD
R-0035845;ST-006;E-0128;18.01.2026 11:53;SKU-00180;5;37200,00;10;CASH
R-0035991;ST-010;E-0149;18.01.2026 12:32;SKU-00195;8;37000,00;0;CASH
R-0035997;ST-010;E-0150;18.01.2026 20:41;SKU-00267;2;96600,00;;TRANSFER
R-0035861;ST-006;E-0128;18.01.2026 19:41;SKU-00350;8;13800,00;15;CARD
R-0035743;ST-002;E-0108;2026-01-18 14:44:47;SKU-00396;1;31300.00;5;CARD
R-0035786;ST-004;E-0119;18.01.2026 12:52;SKU-00180;2;37200,00;20;CASH
R-0035826;ST-005;E-0124;18.01.2026 17:10;SKU-00124;2;49400,00;10;TRANSFER
R-0036009;ST-011;E-0153;2026-01-18 18:34:34;SKU-00114;2;74300,00;0;CASH
R-0035998;ST-010;E-0149;18.01.2026 18:11;SKU-00452;1;16200,00;;CASH
R-0035850;ST-006;E-0129;2026-01-18 19:07:46;SKU-00379;2;10200,00;;TRANSFER
R-0035722;ST-002;E-0110;2026-01-18 12:32:02;SKU-00354;2;80300,00;0;CASH
R-0035690;ST-001;E-0105;18.01.2026 17:42;SKU-00097;5;38400,00;0;CASH
R-0035784;ST-004;E-0120;2026-01-18 19:01:02;SKU-00422;1;45200.00;10;CASH
R-0035691;ST-001;E-0103;18.01.2026 20:49;SKU-00386;1;10600,00;0;CASH
R-0035828;ST-005;E-0123;18.01.2026 16:43;SKU-00172;1;78700,00;20;CASH
R-0035708;ST-001;E-0103;18.01.2026 09:12;SKU-00160;1;142800,00;0;CASH
R-0035746;ST-003;E-0113;18.01.2026 12:27;SKU-00139;3;44400,00;20;CASH
R-0035720;ST-002;E-0108;18.01.2026 13:33;SKU-00259;1;53600,00;;TRANSFER
R-0035969;ST-009;E-0144;2026-01-18 09:40:27;SKU-00398;1;15300,00;;CASH
R-0035776;ST-003;E-0115;18.01.2026 12:29;SKU-00002;2;67400,00;0;CARD
R-0036020;ST-011;E-0154;2026-01-18 17:42:20;SKU-00341;-2;63200,00;;TRANSFER
R-0035985;ST-010;E-0149;18.01.2026 19:06;SKU-00287;1;51100,00;5;CARD
R-0036007;ST-011;E-0154;18.01.2026 16:54;SKU-00080;4;38300,00;;CASH
R-0035842;ST-005;E-0120;18.01.2026 10:05;SKU-00126;-2;;5;CASH
R-0035754;ST-003;E-0115;18.01.2026 13:30;SKU-00108;3;58500,00;;CARD
R-0035840;ST-005;E-0124;2026-01-18 20:05:53;SKU-00024;1;126200,00;10;TRANSFER
R-0035784;ST-004;E-0120;18.01.2026 19:01;SKU-00364;5;55000,00;;CASH
R-0035797;ST-004;E-0118;2026-01-18 10:56:04;SKU-00094;1;68300,00;10;CASH
R-0035878;ST-007;E-0135;18.01.2026 18:36;SKU-00317;2;57400,00;10;CASH
R-0035955;ST-009;E-0144;18.01.2026 11:54;SKU-00469;1;51100,00;;CASH
R-0035894;ST-007;E-0134;18.01.2026 15:52;SKU-00360;1;38800,00;10;TRANSFER
R-0035810;ST-004;E-0120;18.01.2026 17:16;SKU-00411;2;;0;CASH
R-0036040;ST-012;E-0159;18.01.2026 17:55;SKU-00317;1;57400,00;0;CASH
R-0035831;ST-005;E-0124;18.01.2026 12:28;SKU-00290;4;21700,00;;CASH
R-0035892;ST-007;E-0133;18.01.2026 13:33;SKU-00481;1;85800,00;;CASH
R-0035936;ST-008;E-0139;18.01.2026 11:20; sku-00048 ;4;22700,00;5;CARD
R-0035834;ST-005;E-0125;18.01.2026 19:43;SKU-00009;4;55300,00;20;CARD
R-0035741;ST-002;E-0108;18.01.2026 20:21;SKU-00385;1;86400.00;;CARD
R-0036066;ST-012;E-0159;18.01.2026 14:29;SKU-00047;5;19500,00;;CARD
R-0035824;ST-005;E-0123;18.01.2026 17:34;SKU-00430;8;177700,00;;CASH
R-0035888;ST-007;E-0133;18.01.2026 19:05;SKU-00215;1;34800,00;;CARD
R-0035787;ST-004;E-0120;18.01.2026 13:32;SKU-00340;2;51400,00;5;CARD
R-0035823;ST-005;E-0123;2026-01-18 09:31:02;SKU-00291;2;51700,00;;CASH
R-0035984;ST-010;E-0149;2026-01-18 13:17:28;SKU-00016;2;164600,00;;CARD
R-0035993;ST-010;E-0149;2026-01-18 12:29:23;SKU-00146;1;38700,00;20;CASH
R-0035764;ST-003;E-0114;18.01.2026 11:00;SKU-00393;1;13700,00;5;CASH
R-0035783;ST-004;E-0118;18.01.2026 18:05;SKU-00351;4;82000,00;;CARD
R-0035810;ST-004;E-0120;18.01.2026 17:16;SKU-00076;1;55600,00;5;CASH
R-0035978;ST-010;E-0148;2026-01-18 19:29:20;SKU-00247;5;153800,00;;CARD
R-0036053;ST-012;E-0158;18.01.2026 10:28;SKU-00130;3;119600,00;0;TRANSFER
R-0035789;ST-004;E-0119;2026-01-18 20:01:57;SKU-00360;4;38800,00;;CARD
R-0035787;ST-004;E-0120;18.01.2026 13:32;SKU-00162;1;144700,00;0;CARD
R-0036016;ST-011;E-0154;18.01.2026 20:37;SKU-00430;1;177700,00;0;CARD
R-0035947;ST-009;E-0145;2026-01-18 17:46:01;SKU-00053;1;38200,00;0;CARD
R-0036001;ST-010;E-0149;18.01.2026 10:35;SKU-00452;1;16200,00;;CASH
R-0035942;ST-009;E-0144;2026-01-18 19:10:52;SKU-00161;1;125600,00;;CARD
R-0035708;ST-001;E-0103;18.01.2026 09:12;SKU-00445;1;37300,00;;CASH
R-0035786;ST-004;E-0119;2026-01-18 12:52:19;SKU-00450;1;105800,00;;CASH
R-0035692;ST-001;E-0103;18.01.2026 17:17;SKU-00350;1;13800,00;;CASH
R-0035812;ST-004;E-0130;18.01.2026 16:59;SKU-00081;1;86300,00;;CASH
R-0035691;ST-001;E-0103;2026-01-18 20:49:02;SKU-00445;2;37300,00;;CASH
R-0036046;ST-012;E-0159;18.01.2026 11:15;SKU-00424;1;91800,00;;CASH
R-0035951;ST-009;E-0145;2026-01-18 10:20:14;SKU-00064;2;22200,00;10;CARD
R-0036003;ST-011;E-0154;18.01.2026 17:05;SKU-00337;1;28600,00;0;CARD
R-0035983;ST-010;E-0150;18.01.2026 09:26;SKU-00421;2;176800,00;5;CASH
R-0035802;ST-004;E-0120;18.01.2026 18:22;SKU-00440;1;145000,00;0;CARD
R-0035722;ST-002;E-0110;2026-01-18 12:32:02;SKU-00137;3;61400,00;;CASH
R-0036051;ST-012;E-0159;18.01.2026 12:55;SKU-00451;1;134200,00;5;CARD
R-0035809;ST-004;E-0119;2026-01-18 09:24:17;SKU-00013;3;31600,00;0;CASH
R-0035753;ST-003;E-0115;18.01.2026 17:55;SKU-00082;5;115800,00;5;CASH
R-0036038;ST-012;E-0158;18.01.2026 20:36;SKU-00448;1;172400.00;0;TRANSFER
R-0035830;ST-005;E-0125;18.01.2026 11:01;SKU-00007;-1;22000,00;0;CASH
R-0035939;ST-008;E-0138;18.01.2026 12:56; sku-00170 ;1;19900,00;;TRANSFER
R-0035812;ST-004;E-0118;2026-01-18 16:59:43;SKU-00065;1;27400,00;5;CASH
R-0035728;ST-002;E-0108;18.01.2026 16:58;SKU-00100;3;126800,00;;CARD
R-0035942;ST-009;E-0144;2026-01-18 19:10:52;SKU-00428;1;89500,00;5;CARD
R-0035776;ST-003;E-0115;18.01.2026 12:29;SKU-00157;1;83000,00;;CARD
R-0035819;ST-005;E-0123;18.01.2026 16:18;SKU-00326;1;29200,00;5;CARD
R-0035870;ST-007;E-0135;18.01.2026 17:33;SKU-00360;1;38800,00;;CASH
R-0035813;ST-004;E-0118;18.01.2026 10:04;SKU-00288;2;13800,00;;CASH
R-0035762;ST-003;E-0115;2026-01-18 12:55:37;SKU-00125;1;83200,00;15;CARD
R-0035953;ST-009;E-0144;2026-01-18 20:32:22;SKU-00258;1;58200,00;10;CARD
R-0035717;ST-002;E-0109;18.01.2026 15:10;SKU-00161;3;125600,00;;CARD
R-0035800;ST-004;E-0120;2026-01-18 18:44:13;SKU-00383;1;27800,00;;CARD
R-0035871;ST-007;E-0135;18.01.2026 10:56;SKU-00020;1;94400,00;;CARD
R-0035789;ST-004;E-0119;18.01.2026 20:01;SKU-00053;1;38200,00;;CARD
R-0036039;ST-012;E-0159;18.01.2026 11:39;SKU-00230;4;;0;CASH
R-0035854;ST-006;E-0129;18.01.2026 10:56;SKU-00289;1;16500,00;;CASH
R-0035770;ST-003;E-0114;18.01.2026 14:47;SKU-00475;5;56900,00;;CASH
R-0035984;ST-010;E-0149;18.01.2026 13:17;SKU-00984;1;125600,00;;CARD
R-0035966;ST-009;E-0144;18.01.2026 19:18;SKU-00269;1;47200,00;;CARD
R-0036015;ST-011;E-0155;18.01.2026 13:38;SKU-00133;1;142100,00;;CASH
R-0035690;ST-001;E-0105;18.01.2026 17:42;SKU-00388;1;14300,00;5;CASH
R-0036035;ST-012;E-0158;18.01.2026 13:12;SKU-00109;3;45500,00;;CARD
R-0035838;ST-005;E-0123;18.01.2026 14:59;SKU-00198;1;35200,00;5;CASH
R-0035890;ST-007;E-0134;2026-01-18 13:57:08;SKU-00393;1;13700,00;;CARD
R-0035858;ST-006;E-0128;2026-01-18 16:07:57;SKU-00365;1;64200,00;;CASH
R-0036058;ST-012;E-0160;18.01.2026 09:06;SKU-00361;4;33800,00;0;CARD
R-0035769;ST-003;E-0113;18.01.2026 14:03;SKU-00197;3;24300,00;5;CARD
R-0035699;ST-001;E-0104;2026-01-18 16:12:05;SKU-00403;3;89500,00;5;TRANSFER
R-0035817;ST-005;E-0125;18.01.2026 15:55;SKU-00104;1;101200,00;10;CARD
R-0035781;ST-004;E-0119;2026-01-18 17:42:37;SKU-00252;2;119300,00;;CARD
R-0035755;ST-003;E-0113;2026-01-18 19:43:06;SKU-00234;1;59900,00;;CASH
R-0035818;ST-005;E-0124;2026-01-18 13:35:22;SKU-00392;2;53300,00;5;TRANSFER
R-0036037;ST-012;E-0160;18.01.2026 09:12;SKU-00197;1;24300,00;10;CASH
R-0035853;ST-006;E-0129;18.01.2026 14:18;SKU-00470;2;51200,00;0;CASH
R-0035818;ST-005;E-0124;18.01.2026 13:35;SKU-00189;1;28300,00;5;TRANSFER
R-0035719;ST-002;E-0110;18.01.2026 11:02;SKU-00318;2;34900,00;;CARD
R-0035988;ST-010;E-0149;18.01.2026 17:17;SKU-00043;2;98200,00;0;CASH
