receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0044186;ST-011;E-0154;2026-02-12 19:37:26;SKU-00002;1;67400,00;;CASH
R-0044096;ST-008;E-0138;12.02.2026 20:46; sku-00257 ;1;108800,00;;CARD
R-0044094;ST-008;E-0139;12.02.2026 11:22;SKU-00215;1;57710,10;;CASH
R-0044050;ST-006;E-0128;12.02.2026 13:55;SKU-00268;4;89181,53;5;TRANSFER
R-0044112;ST-008;E-0138;12.02.2026 10:49;SKU-00113;1;128000,00;;TRANSFER
R-0044070;ST-007;E-0134;12.02.2026 11:05;SKU-00329;3;15000,00;5;CARD
R-0044033;ST-006;E-0130;12.02.2026 19:10;SKU-00032;4;80500,00;10;CASH
R-0043920;ST-001;E-0103;12.02.2026 12:41;SKU-00239;4;23000,00;;CARD
R-0044121;ST-008;E-0138;2026-02-12 20:22:35;SKU-00032;1;80500,00;;CASH
R-0043965;ST-003;E-0115;12.02.2026 13:41;SKU-00297;2;46100,00;0;CARD
R-0044062;ST-007;E-0135;12.02.2026 20:46;SKU-00070;1;20600,00;0;CASH
R-0044149;ST-010;E-0148;12.02.2026 13:03;SKU-00356;1;76500,00;;CARD
R-0044041;ST-006;E-0130;12.02.2026 11:49;SKU-00140;4;75644,50;;CASH
R-0044016;ST-005;E-0125;12.02.2026 14:49;SKU-00041;1;38820,51;;CASH
R-0043989;ST-004;E-0119;12.02.2026 15:18;SKU-00157;8;-;15;CARD
R-0044058;ST-006;E-0130;12.02.2026 14:33;SKU-00254;3;125524,55;;CARD
R-0044055;ST-006;E-0129;2026-02-12 15:44:18;SKU-00097;1;39632,61;0;CARD
R-0044188;ST-011;E-0155;2026-02-12 14:41:15;SKU-00359;1;19351,92;;CARD
R-0044181;ST-011;E-0154;12.02.2026 12:05;SKU-00034;3;141400,00;;CARD
R-0044191;ST-011;E-0153;12.02.2026 13:32;SKU-00424;2;91800,00;0;CARD
R-0044059;ST-006;E-0129;12.02.2026 20:45;SKU-00161;1;125600,00;0;CARD
R-0044135;ST-009;E-0144;12.02.2026 14:19;SKU-00230;3;106500,00;5;CARD
R-0044088;ST-007;E-0133;12.02.2026 19:02;SKU-00087;1;95529,21;5;CARD
R-0043977;ST-003;E-0115;12.02.2026 18:00;SKU-00420;2;58300,00;15;CASH
R-0044183;ST-011;E-0155;2026-02-12 20:53:55;SKU-00177;2;112815,17;0;CASH
R-0044208;ST-012;E-0158;12.02.2026 19:22;SKU-00221;2;22800,00;5;CARD
R-0043990;ST-004;E-0118;12.02.2026 20:47;SKU-00265;1;94100,00;;CARD
R-0044155;ST-010;E-0150;2026-02-12 09:44:54;SKU-00336;1;69900,00;5;CASH
R-0043991;ST-004;E-0119;12.02.2026 11:08;SKU-00372;1;19906.86;;CARD
R-0044147;ST-010;E-0148;12.02.2026 13:25;SKU-00167;4;97900,00;10;CASH
R-0044220;ST-012;E-0159;2026-02-12 20:47:52;SKU-00444;1;81200,00;0;CASH
R-0044085;ST-007;E-0135;2026-02-12 17:08:19;SKU-00364;4;60734,11;10;CARD
R-0043914;ST-001;E-0104;12.02.2026 19:39;SKU-00296;5;35700,00;;CARD
R-0044146;ST-010;E-0149;12.02.2026 12:48;SKU-00092;2;35600,00;;CARD
R-0044031;ST-005;E-0123;12.02.2026 12:21;SKU-00153;-2;146600,00;0;CARD
R-0044038;ST-006;E-0128;12.02.2026 17:55;SKU-00220;1;42562,19;10;CASH
R-0043977;ST-003;E-0115;12.02.2026 18:00;SKU-00480;2;91429,42;;CASH
R-0044010;ST-005;E-0124;12.02.2026 14:38;SKU-00365;3;70790,02;10;CASH
