receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260815-STORE_01-0001;STORE_01;CASH-04;2026-08-15 21:34:56;SKU-007;1;12000;500;CARD
REC-20260815-STORE_01-0002;STORE_01;CASH-04;2026-08-15 17:17:29;SKU-007;3;12000;0;CASH
REC-20260815-STORE_01-0002;STORE_01;CASH-10;2026-08-15 17:17:29;SKU-015;4;5000;1000;CASH
REC-20260815-STORE_01-0002;STORE_01;CASH-02;2026-08-15 17:17:29;SKU-001;2;45000;0;CARD
REC-20260815-STORE_01-0002;STORE_01;CASH-09;2026-08-15 17:17:29;SKU-019;1;25000;0;CASH
REC-20260815-STORE_01-0003;STORE_01;CASH-08;2026-08-15 17:39:45;SKU-007;1;12000;0;CARD
REC-20260815-STORE_01-0004;STORE_01;CASH-07;2026-08-15 16:32:22;SKU-002;2;12000;0;CARD
REC-20260815-STORE_01-0005;STORE_01;CASH-03;2026-08-15 8:15:26;SKU-002;3;12000;1000;CARD
REC-20260815-STORE_01-0006;STORE_01;CASH-01;2026-08-15 16:39:50;SKU-048;3;25000;500;CARD
REC-20260815-STORE_01-0006;STORE_01;CASH-09;2026-08-15 16:39:50;SKU-001;3;45000;500;CASH
REC-20260815-STORE_01-0007;STORE_01;CASH-06;2026-08-15 17:50:31;SKU-001;3;45000;1000;CARD
REC-20260815-STORE_01-0008;STORE_01;CASH-09;2026-08-15 17:20:06;SKU-001;4;45000;0;CARD
REC-20260815-STORE_01-0008;STORE_01;CASH-03;2026-08-15 17:20:06;SKU-001;2;45000;0;CARD
REC-20260815-STORE_01-0008;STORE_01;CASH-03;2026-08-15 17:20:06;SKU-002;3;12000;0;CARD
REC-20260815-STORE_01-0008;STORE_01;CASH-09;2026-08-15 17:20:06;SKU-019;1;25000;1000;CASH
REC-20260815-STORE_01-0009;STORE_01;CASH-04;2026-08-15 17:08:18;SKU-012;3;45000;0;CARD
REC-20260815-STORE_01-0009;STORE_01;CASH-03;2026-08-15 17:08:18;SKU-001;2;45000;0;CARD
REC-20260815-STORE_01-0009;STORE_01;CASH-08;2026-08-15 17:08:18;SKU-003;4;45000;0;CASH
REC-20260815-STORE_01-0009;STORE_01;CASH-02;2026-08-15 17:08:18;SKU-001;4;45000;0;CARD
REC-20260815-STORE_01-0010;STORE_01;CASH-09;2026-08-15 17:46:04;SKU-013;4;12000;0;CARD
REC-20260815-STORE_01-0010;STORE_01;CASH-03;2026-08-15 17:46:04;SKU-005;1;5000;0;CARD
REC-20260815-STORE_01-0011;STORE_01;CASH-03;2026-08-15 20:08:25;SKU-014;3;5000;0;CARD
REC-20260815-STORE_01-0011;STORE_01;CASH-06;2026-08-15 20:08:25;SKU-002;2;12000;1000;CARD
REC-20260815-STORE_01-0012;STORE_01;CASH-02;2026-08-15 9:35:56;SKU-040;2;25000;0;CARD
REC-20260815-STORE_01-0013;STORE_01;CASH-01;2026-08-15 17:17:16;SKU-009;4;25000;1000;CARD
REC-20260815-STORE_01-0013;STORE_01;CASH-08;2026-08-15 17:17:16;SKU-006;1;45000;0;CARD
REC-20260815-STORE_01-0013;STORE_01;CASH-10;2026-08-15 17:17:16;SKU-001;2;45000;1000;CARD
REC-20260815-STORE_01-0014;STORE_01;CASH-08;2026-08-15 21:36:23;SKU-014;2;5000;1000;CARD
REC-20260815-STORE_01-0014;STORE_01;CASH-08;2026-08-15 21:36:23;SKU-035;2;5000;1000;CASH
REC-20260815-STORE_01-0014;STORE_01;CASH-03;2026-08-15 21:36:23;SKU-034;4;25000;500;CARD
REC-20260815-STORE_01-0015;STORE_01;CASH-04;2026-08-15 21:57:26;SKU-012;3;45000;500;CARD
REC-20260815-STORE_01-0015;STORE_01;CASH-02;2026-08-15 21:57:26;SKU-001;4;45000;0;CARD
REC-20260815-STORE_01-0015;STORE_01;CASH-03;2026-08-15 21:57:26;SKU-027;4;5000;0;CASH
REC-20260815-STORE_01-0015;STORE_01;CASH-02;2026-08-15 21:57:26;SKU-001;4;45000;500;CARD
REC-20260815-STORE_01-0015;STORE_01;CASH-03;2026-08-15 21:57:26;SKU-035;1;5000;0;CASH
REC-20260815-STORE_01-0016;STORE_01;CASH-10;2026-08-15 14:21:50;SKU-003;4;45000;0;CARD
REC-20260815-STORE_01-0016;STORE_01;CASH-08;2026-08-15 14:21:50;SKU-027;2;5000;0;CARD
REC-20260815-STORE_01-0016;STORE_01;CASH-10;2026-08-15 14:21:50;SKU-001;2;45000;1000;CARD
REC-20260815-STORE_01-0016;STORE_01;CASH-02;2026-08-15 14:21:50;SKU-007;3;12000;0;CARD
REC-20260815-STORE_01-0016;STORE_01;CASH-02;2026-08-15 14:21:50;SKU-004;3;25000;0;CASH
REC-20260815-STORE_01-0017;STORE_01;CASH-07;2026-08-15 18:51:27;SKU-004;1;25000;500;CARD
REC-20260815-STORE_01-0017;STORE_01;CASH-08;2026-08-15 18:51:27;SKU-001;2;45000;0;CASH
REC-20260815-STORE_01-0017;STORE_01;CASH-10;2026-08-15 18:51:27;SKU-024;3;12000;0;CASH
REC-20260815-STORE_01-0018;STORE_01;CASH-08;2026-08-15 15:58:35;SKU-003;1;45000;0;CARD
REC-20260815-STORE_01-0019;STORE_01;CASH-01;2026-08-15 11:18:27;SKU-004;4;25000;1000;CARD
REC-20260815-STORE_01-0019;STORE_01;CASH-02;2026-08-15 11:18:27;SKU-013;3;12000;500;CARD
