receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0041659;ST-001;E-0104;05.02.2026 19:33;SKU-00238;2;58700,00;0;CASH
R-0041653;ST-001;E-0104;2026-02-05 12:29:33;SKU-00500;1;20300,00;10;CASH
R-0041770;ST-006;E-0130;05.02.2026 18:19;SKU-00433;1;84800,00;;CARD
R-0041850;ST-010;E-0149;05.02.2026 10:56;SKU-00354;1;80300,00;;CASH
R-0041846;ST-010;E-0148;05.02.2026 19:26;SKU-00017;5;164600,00;5;CASH
R-0041707;ST-003;E-0114;05.02.2026 09:20;SKU-00411;1;58900,00;;TRANSFER
R-0041709;ST-004;E-0120;05.02.2026 16:17;SKU-00175;4;130100,00;5;CASH
R-0041775;ST-006;E-0130;05.02.2026 17:47;SKU-00444;1;81200,00;;CARD
R-0041660;ST-001;E-0103;05.02.2026 17:57;SKU-00310;1;141800,00;10;CASH
R-0041826;ST-008;E-0140;05.02.2026 14:25;SKU-00219;2;40500,00;5;CASH
R-0041806;ST-008;E-0138;05.02.2026 13:12;SKU-00214;-2;35400,00;10;TRANSFER
R-0041845;ST-010;E-0150;2026-02-05 19:52:49;SKU-00011;1;24500,00;10;CASH
R-0041864;ST-010;E-0148;2026-02-05 14:14:38;SKU-00412;1;64400,00;0;CASH
R-0041786;ST-007;E-0133;2026-02-05 12:46:19;SKU-00133;1;142100,00;;CASH
R-0041763;ST-006;E-0128;2026-02-05 15:02:42;SKU-00096;1;68900,00;5;CARD
R-0041778;ST-006;E-0128;05.02.2026 11:17;SKU-00158;1;138500,00;0;CARD
R-0041760;ST-006;E-0130;05.02.2026 18:50;SKU-00039;2;132900,00;;CARD
R-0041895;ST-012;E-0159;05.02.2026 11:19;SKU-00174;1;60700,00;0;CARD
R-0041784;ST-007;E-0133;05.02.2026 19:23;SKU-00027;1;100600,00;0;CARD
R-0041793;ST-007;E-0134;2026-02-05 18:29:04;SKU-00162;3;144700.00;;CASH
R-0041682;ST-002;E-0109;2026-02-05 10:37:18;SKU-00329;1;15000,00;;CARD
R-0041867;ST-010;E-0148;2026-02-05 14:48:20;SKU-00273;4;58600,00;;CASH
R-0041766;ST-006;E-0130;05.02.2026 13:42;SKU-00306;1;45100,00;5;CASH
R-0041775;ST-006;E-0130;05.02.2026 17:47;SKU-00469;1;51100,00;;CARD
R-0041894;ST-012;E-0159;05.02.2026 20:11;SKU-00013;1;31600,00;0;CASH
R-0041643;ST-001;E-0105;05.02.2026 14:39;SKU-00387;1;66700,00;15;TRANSFER
R-0041672;ST-002;E-0110;2026-02-05 10:38:19;SKU-00032;4;80500,00;0;CASH
R-0041750;ST-005;E-0125;2026-02-05 13:15:11;SKU-00350;1;13800,00;0;CASH
R-0041790;ST-007;E-0134;05.02.2026 10:02;SKU-00316;3;103700,00;10;CASH
R-0041676;ST-002;E-0108;2026-02-05 13:15:44;SKU-00262;8;32800,00;;CARD
R-0041642;ST-001;E-0105;05.02.2026 10:47;SKU-00288;2;13800.00;0;CARD
R-0041804;ST-008;E-0140;05.02.2026 16:13;SKU-00489;1;94500,00;;CARD
R-0041786;ST-007;E-0133;05.02.2026 12:46;SKU-00169;3;50200,00;;CASH
R-0041648;ST-001;E-0104;2026-02-05 14:06:36;SKU-00433;1;84800,00;;CASH
R-0041805;ST-008;E-0139;05.02.2026 18:14;SKU-00469;2;51100,00;;CARD
R-0041865;ST-010;E-0149;2026-02-05 14:43:00;SKU-00332;1;10900,00;;CASH
R-0041832;ST-009;E-0144;05.02.2026 16:21;SKU-00312;1;44700.00;;CARD
R-0041648;ST-001;E-0104;2026-02-05 14:06:36;SKU-00011;1;24500,00;0;CASH
R-0041736;ST-004;E-0118;05.02.2026 17:20;SKU-00370;2;66200,00;0;CASH
R-0041904;ST-012;E-0159;05.02.2026 17:16;SKU-00364;2;;;CASH
R-0041673;ST-002;E-0109;05.02.2026 09:14;SKU-00069;2;79600,00;;CASH
R-0041759;ST-005;E-0123;05.02.2026 15:47;SKU-00386;2;10600,00;;CASH
R-0041834;ST-009;E-0145;2026-02-05 20:28:01;SKU-00065;1;27400,00;;CASH
R-0041909;ST-012;E-0158;05.02.2026 18:30;SKU-00310;2;226880,00;20;CARD
R-0041705;ST-003;E-0113;2026-02-05 09:41:36;SKU-00458;1;124900,00;0;CARD
R-0041894;ST-012;E-0159;05.02.2026 20:11;SKU-00106;1;113000,00;;CASH
R-0041695;ST-003;E-0104;05.02.2026 15:39;SKU-00266;1;83800,00;5;CASH
R-0041825;ST-008;E-0139;2026-02-05 19:29:36;SKU-00140;2;68900,00;;CASH
R-0041797;ST-007;E-0135;05.02.2026 09:36;SKU-00322;1;95700,00;;CASH
R-0041729;ST-004;E-0120;2026-02-05 19:44:50;SKU-00354;1;80300,00;0;CASH
R-0041707;ST-003;E-0114;2026-02-05 09:20:45;SKU-00443;1;76400,00;0;TRANSFER
