receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260725-STORE_01-0001;STORE_01;CASH-09;2026-07-25 20:23:47;SKU-005;4;5000;1000;CARD
REC-20260725-STORE_01-0001;STORE_01;CASH-03;2026-07-25 20:23:47;SKU-011;3;5000;0;CASH
REC-20260725-STORE_01-0002;STORE_01;CASH-08;2026-07-25 16:36:50;SKU-003;1;45000;0;CARD
REC-20260725-STORE_01-0002;STORE_01;CASH-01;2026-07-25 16:36:50;SKU-007;1;12000;500;CARD
REC-20260725-STORE_01-0003;STORE_01;CASH-10;2026-07-25 8:43:26;SKU-025;2;5000;0;CARD
REC-20260725-STORE_01-0003;STORE_01;CASH-06;2026-07-25 8:43:26;SKU-009;4;25000;0;CARD
REC-20260725-STORE_01-0003;STORE_01;CASH-08;2026-07-25 8:43:26;SKU-001;4;45000;0;CARD
REC-20260725-STORE_01-0004;STORE_01;CASH-10;2026-07-25 18:38:20;SKU-001;1;45000;0;CARD
REC-20260725-STORE_01-0004;STORE_01;CASH-05;2026-07-25 18:38:20;SKU-003;4;45000;0;CARD
REC-20260725-STORE_01-0004;STORE_01;CASH-03;2026-07-25 18:38:20;SKU-003;3;45000;1000;CARD
REC-20260725-STORE_01-0005;STORE_01;CASH-09;2026-07-25 14:43:32;SKU-003;3;45000;1000;CARD
REC-20260725-STORE_01-0005;STORE_01;CASH-07;2026-07-25 14:43:32;SKU-038;1;12000;0;CARD
REC-20260725-STORE_01-0005;STORE_01;CASH-09;2026-07-25 14:43:32;SKU-004;2;25000;1000;CASH
REC-20260725-STORE_01-0005;STORE_01;CASH-10;2026-07-25 14:43:32;SKU-010;2;25000;0;CARD
REC-20260725-STORE_01-0005;STORE_01;CASH-09;2026-07-25 14:43:32;SKU-006;3;45000;0;CARD
REC-20260725-STORE_01-0006;STORE_01;CASH-10;2026-07-25 21:15:07;SKU-001;1;45000;500;CASH
REC-20260725-STORE_01-0006;STORE_01;CASH-05;2026-07-25 21:15:07;SKU-009;1;25000;1000;CASH
REC-20260725-STORE_01-0006;STORE_01;CASH-02;2026-07-25 21:15:07;SKU-005;3;5000;500;CASH
REC-20260725-STORE_01-0006;STORE_01;CASH-02;2026-07-25 21:15:07;SKU-003;4;45000;0;CASH
REC-20260725-STORE_01-0007;STORE_01;CASH-04;2026-07-25 12:54:24;SKU-001;2;45000;500;CARD
REC-20260725-STORE_01-0007;STORE_01;CASH-05;2026-07-25 12:54:24;SKU-001;2;45000;0;CARD
REC-20260725-STORE_01-0007;STORE_01;CASH-09;2026-07-25 12:54:24;SKU-003;4;45000;0;CASH
REC-20260725-STORE_01-0007;STORE_01;CASH-01;2026-07-25 12:54:24;SKU-008;1;12000;1000;CARD
REC-20260725-STORE_01-0008;STORE_01;CASH-05;2026-07-25 14:50:55;SKU-024;2;12000;0;CARD
REC-20260725-STORE_01-0008;STORE_01;CASH-04;2026-07-25 14:50:55;SKU-035;1;5000;0;CARD
REC-20260725-STORE_01-0008;STORE_01;CASH-09;2026-07-25 14:50:55;SKU-030;3;45000;500;CARD
REC-20260725-STORE_01-0009;STORE_01;CASH-01;2026-07-25 21:57:16;SKU-001;1;45000;0;CASH
REC-20260725-STORE_01-0009;STORE_01;CASH-10;2026-07-25 21:57:16;SKU-001;1;45000;0;CARD
REC-20260725-STORE_01-0009;STORE_01;CASH-10;2026-07-25 21:57:16;SKU-003;2;45000;1000;CARD
REC-20260725-STORE_01-0010;STORE_01;CASH-05;2026-07-25 14:58:46;SKU-015;2;5000;0;CASH
REC-20260725-STORE_01-0010;STORE_01;CASH-01;2026-07-25 14:58:46;SKU-007;2;12000;0;CARD
