receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0030316;ST-002;E-0109;02.01.2026 16:29;SKU-00213;2;39000,00;10;CARD
R-0030492;ST-008;E-0140;2026-01-02 18:18:19;SKU-00428;1;89500,00;;CASH
R-0030462;ST-007;E-0133;2026-01-02 18:32:40;SKU-00297;1;46100,00;;CARD
R-0030381;ST-004;E-0120;02.01.2026 13:22;SKU-00208;1;29100,00;;CASH
R-0030311;ST-001;E-0104;02.01.2026 18:20;SKU-00220;1;40000,00;;TRANSFER
R-0030485;ST-008;E-0139;2026-01-02 11:25:22;SKU-00374;5;28400,00;5;CARD
R-0030307;ST-001;E-0104;02.01.2026 09:48;SKU-00213;2;39000,00;20;TRANSFER
R-0030324;ST-002;E-0110;02.01.2026 19:11;SKU-00163;2;176100,00;;CASH
R-0030543;ST-010;E-0149;02.01.2026 13:10;SKU-00191;1;-;0;CASH
R-0030285;ST-001;E-0105;02.01.2026 15:41;SKU-00417;4;16900,00;0;CASH
R-0030576;ST-011;E-0153;02.01.2026 15:01;SKU-00229;2;152600,00;5;CARD
R-0030452;ST-006;E-0128;2026-01-02 14:25:19;SKU-00228;1;118500,00;15;CARD
R-0030562;ST-011;E-0155;02.01.2026 19:39;SKU-00498;2;;;CASH
R-0030427;ST-006;E-0129;02.01.2026 14:04;SKU-00324;1;145400,00;10;TRANSFER
R-0030309;ST-001;E-0103;02.01.2026 19:01;SKU-00237;5;101100,00;;CASH
R-0030315;ST-002;E-0108;2026-01-02 15:39:18;SKU-00370;1;66200,00;5;CARD
R-0030607;ST-012;E-0158;2026-01-02 10:23:46;SKU-00250;1;109000.00;5;CARD
R-0030522;ST-009;E-0145;02.01.2026 15:19;SKU-00424;1;;;CASH
R-0030323;ST-002;E-0109;2026-01-02 13:31:00;SKU-00109;2;45500,00;;CASH
R-0030303;ST-001;E-0103;02.01.2026 20:36;SKU-00460;3;81800,00;0;CASH
R-0030486;ST-008;E-0139;2026-01-02 11:11:50;SKU-00269;1;75520,00;0;CARD
R-0030325;ST-002;E-0109;02.01.2026 10:55;SKU-00127;1;31200,00;;CASH
R-0030287;ST-001;E-0104;02.01.2026 20:18;SKU-00047;1;19500,00;;CASH
R-0030552;ST-010;E-0150;02.01.2026 20:35;SKU-00152;2;74000,00;;CASH
R-0030428;ST-006;E-0128;02.01.2026 16:24;SKU-00070;1;20600.00;;CASH
R-0030588;ST-011;E-0153;02.01.2026 11:39;SKU-00330;2;55100,00;5;CASH
R-0030507;ST-009;E-0145;2026-01-02 20:35:51;SKU-00378;3;44400,00;15;CASH
R-0030434;ST-006;E-0130;02.01.2026 16:21;SKU-00330;2;55100,00;15;TRANSFER
R-0030543;ST-010;E-0149;02.01.2026 13:10;SKU-00420;4;58300,00;;CASH
R-0030471;ST-007;E-0135;02.01.2026 10:42;SKU-00401;1;48700,00;0;CASH
R-0030580;ST-011;E-0153;2026-01-02 13:03:56;SKU-00129;2;76300,00;;CARD
R-0030499;ST-008;E-0139;2026-01-02 20:53:13;SKU-00447;1;9800,00;0;CARD
R-0030380;ST-004;E-0119;2026-01-02 14:07:10;SKU-00247;3;153800,00;;CASH
R-0030392;ST-004;E-0120;02.01.2026 13:39;SKU-00265;1;94100,00;;CASH
R-0030414;ST-005;E-0125;02.01.2026 13:52;SKU-00397;2;5300,00;5;CARD
R-0030451;ST-006;E-0129;02.01.2026 10:06;SKU-00150;8;12300,00;10;CARD
R-0030598;ST-012;E-0159;02.01.2026 09:45;SKU-00316;1;103700,00;;CARD
R-0030529;ST-009;E-0145;02.01.2026 16:23; sku-00147 ;1;75400,00;15;CARD
R-0030410;ST-005;E-0125;02.01.2026 15:26;SKU-00326;5;29200,00;0;CARD
R-0030381;ST-004;E-0120;02.01.2026 13:22;SKU-00147;8;75400,00;0;CASH
R-0030535;ST-009;E-0145;2027-01-02 20:42:20;SKU-00381;1;6200,00;5;TRANSFER
R-0030522;ST-009;E-0145;02.01.2026 15:19;SKU-00434;1;165300,00;;CASH
R-0030443;ST-006;E-0130;2026-01-02 16:22:50;SKU-00011;1;24500,00;10;TRANSFER
R-0030452;ST-006;E-0128;02.01.2026 14:25;SKU-00044;1;57400,00;;CARD
R-0030558;ST-011;E-0153;2026-01-02 16:50:59;SKU-00363;1;58900,00;0;CARD
R-0030408;ST-005;E-0124;2026-01-02 15:08:17;SKU-00474;8;56200,00;;CASH
R-0030354;ST-003;E-0115;2026-01-02 09:14:05;SKU-00039;2;132900,00;20;CARD
R-0030331;ST-002;E-0108;2026-01-02 20:34:49;SKU-00010;2;25500,00;;CASH
R-0030332;ST-002;E-0109;02.01.2026 20:13;SKU-00359;1;17800,00;20;CASH
R-0030375;ST-004;E-0120;02.01.2026 15:59;SKU-00199;2;23300,00;5;CARD
R-0030540;ST-010;E-0149;2026-01-02 17:22:44;SKU-00193;1;28800,00;;CASH
R-0030560;ST-011;E-0153;2026-01-02 10:46:12;SKU-00216;1;19000.00;;CASH
R-0030443;ST-006;E-0130;2026-01-02 16:22:50;SKU-00126;3;47700,00;;TRANSFER
R-0030342;ST-002;E-0155;02.01.2026 16:36;SKU-00142;1;45300,00;;CASH
R-0030482;ST-008;E-0139;2026-01-02 14:21:42;SKU-00335;2;51400,00;0;CASH
R-0030407;ST-005;E-0125;02.01.2026 15:25;SKU-00244;3;99700,00;5;CARD
R-0030373;ST-003;E-0113;2026-01-02 10:42:35;SKU-00395;3;57400,00;;CARD
R-0030494;ST-008;E-0138;02.01.2026 18:34;SKU-00015;1;13700,00;;CARD
R-0030306;ST-001;E-0103;2026-01-02 10:04:44;SKU-00474;2;56200,00;;CASH
R-0030503;ST-009;E-0144;02.01.2026 17:10;SKU-00204;1;7800,00;5;TRANSFER
R-0030304;ST-001;E-0103;2026-01-02 18:47:24;SKU-00078;1;107900.00;;CASH
R-0030574;ST-011;E-0153;02.01.2026 10:34;SKU-00130;1;119600,00;0;CASH
