receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0040053;ST-005;E-0124;31.01.2026 09:47;SKU-00308;1;77000,00;;CARD
R-0040236;ST-011;E-0155;31.01.2026 14:55;SKU-00212;2;36300,00;;CASH
R-0040147;ST-008;E-0140;31.01.2026 16:15;SKU-00358;5;8500,00;5;CARD
R-0040178;ST-009;E-0145;2026-01-31 09:53:42;SKU-00456;1;110300,00;;TRANSFER
R-0040159;ST-009;E-0145;2026-01-31 16:33:41;SKU-00414;1;45100,00;5;CASH
R-0040154;ST-009;E-0145;2026-01-31 12:30:57;SKU-00363;2;;0;CASH
R-0039900;ST-001;E-0103;31.01.2026 12:27;SKU-00426;2;92100,00;10;CARD
R-0040190;ST-010;E-0148;2026-01-31 12:33:12;SKU-00420;1;58300,00;;CASH
R-0040001;ST-004;E-0119;31.01.2026 16:31;SKU-00036;3;92900,00;;CARD
R-0040237;ST-011;E-0154;31.01.2026 19:56;SKU-00282;3;28900,00;;CASH
R-0040061;ST-005;E-0123;31.01.2026 18:42;SKU-00358;2;8500,00;;CASH
R-0040021;ST-004;E-0119;2026-01-31 13:32:58;SKU-00121;4;15000,00;0;CARD
R-0040275;ST-012;E-0159;2026-01-31 15:51:06;SKU-00096;2;110240,00;;CARD
R-0040120;ST-007;E-0134;31.01.2026 09:57;SKU-00215;4;34800,00;;CASH
R-0040213;ST-010;E-0148;31.01.2026 19:18;SKU-00386;3;10600,00;0;CASH
R-0040127;ST-008;E-0140;31.01.2026 10:08;SKU-00007;1;22000,00;0;CASH
R-0039940;ST-002;E-0109;31.01.2026 15:34;SKU-00449;1;138100,00;0;CARD
R-0039896;ST-001;E-0105;31.01.2026 16:05;SKU-00266;1;83800,00;;CASH
R-0040057;ST-005;E-0125;2026-01-31 18:40:11;SKU-00216;4;19000,00;5;CASH
R-0040060;ST-005;E-0124;2026-01-31 19:59:34;SKU-00296;5;35700,00;;CASH
R-0039906;ST-001;E-0104;31.01.2026 11:32;SKU-00251;3;132500,00;;CASH
R-0040091;ST-006;E-0130;31.01.2026 16:34;SKU-00025;1;21600,00;;CASH
R-0040145;ST-008;E-0138;2026-01-31 17:19:26;SKU-00229;1;152600,00;0;CARD
R-0040276;ST-012;E-0158;31.01.2026 11:50;SKU-00465;2;166300,00;0;CASH
R-0040142;ST-008;E-0139;2026-01-31 11:50:27;SKU-00239;2;23000,00;;CARD
R-0039981;ST-003;E-0114;31.01.2026 10:08;SKU-00182;1;39100,00;;CARD
R-0040141;ST-008;E-0138;2026-01-31 09:09:25;SKU-00291;1;51700,00;0;CARD
R-0039911;ST-001;E-0104;31.01.2026 16:08;SKU-00455;3;59900,00;0;CARD
R-0039931;ST-002;E-0110;31.01.2026 16:49;SKU-00118;1;21300,00;5;CARD
R-0040022;ST-004;E-0120;31.01.2026 15:06;SKU-00213;3;39000,00;;TRANSFER
R-0040122;ST-007;E-0133;31.01.2026 17:38;SKU-00118;1;21300.00;0;CASH
R-0040112;ST-007;E-0135;31.01.2026 09:00;SKU-00469;2;51100,00;;CARD
R-0040221;ST-010;E-0148;31.01.2026 13:00;SKU-00459;1;55100.00;;CARD
R-0040223;ST-010;E-0149;2026-01-31 20:23:34;SKU-00022;4;75600.00;;CASH
R-0040193;ST-010;E-0148;31.01.2026 17:17;SKU-00458;1;124900,00;;CASH
R-0040214;ST-010;E-0148;31.01.2026 11:16;SKU-00248;1;123000,00;;CASH
R-0039975;ST-003;E-0115;31.01.2026 11:30;SKU-00237;1;101100,00;;CARD
R-0039923;ST-001;E-0104;2026-01-31 12:57:53;SKU-00057;1;6100,00;;CARD
R-0039999;ST-004;E-0118;2026-01-31 15:37:25;SKU-00356;1;;15;CASH
R-0040273;ST-012;E-0160;31.01.2026 10:45;SKU-00118;1;;5;CASH
R-0040280;ST-012;E-0158;31.01.2026 20:35;SKU-00264;2;133800,00;;CASH
R-0040061;ST-005;E-0123;31.01.2026 18:42;SKU-00500;1;20300,00;0;CASH
