receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260811-STORE_01-0001;STORE_01;CASH-06;2026-08-11 21:40:45;SKU-008;3;12000;0;CASH
REC-20260811-STORE_01-0001;STORE_01;CASH-06;2026-08-11 21:40:45;SKU-041;4;25000;1000;CARD
REC-20260811-STORE_01-0001;STORE_01;CASH-10;2026-08-11 21:40:45;SKU-041;4;25000;0;CARD
REC-20260811-STORE_01-0001;STORE_01;CASH-09;2026-08-11 21:40:45;SKU-002;2;12000;500;CASH
REC-20260811-STORE_01-0001;STORE_01;CASH-03;2026-08-11 21:40:45;SKU-007;2;12000;0;CARD
REC-20260811-STORE_01-0002;STORE_01;CASH-08;2026-08-11 13:26:10;SKU-030;1;45000;0;CARD
REC-20260811-STORE_01-0003;STORE_01;CASH-09;2026-08-11 12:58:12;SKU-001;1;45000;0;CARD
REC-20260811-STORE_01-0003;STORE_01;CASH-01;2026-08-11 12:58:12;SKU-001;2;45000;500;CASH
REC-20260811-STORE_01-0003;STORE_01;CASH-01;2026-08-11 12:58:12;SKU-001;4;45000;0;CASH
REC-20260811-STORE_01-0004;STORE_01;CASH-10;2026-08-11 8:39:47;SKU-002;1;12000;0;CARD
REC-20260811-STORE_01-0004;STORE_01;CASH-02;2026-08-11 8:39:47;SKU-027;3;5000;0;CASH
REC-20260811-STORE_01-0005;STORE_01;CASH-04;2026-08-11 8:07:32;SKU-001;4;45000;0;CARD
REC-20260811-STORE_01-0005;STORE_01;CASH-06;2026-08-11 8:07:32;SKU-017;3;12000;1000;CARD
REC-20260811-STORE_01-0005;STORE_01;CASH-07;2026-08-11 8:07:32;SKU-011;4;5000;1000;CARD
REC-20260811-STORE_01-0005;STORE_01;CASH-09;2026-08-11 8:07:32;SKU-012;4;45000;0;CASH
REC-20260811-STORE_01-0006;STORE_01;CASH-06;2026-08-11 16:35:27;SKU-005;2;5000;0;CASH
REC-20260811-STORE_01-0006;STORE_01;CASH-06;2026-08-11 16:35:27;SKU-022;4;12000;500;CARD
REC-20260811-STORE_01-0006;STORE_01;CASH-02;2026-08-11 16:35:27;SKU-009;1;25000;0;CASH
REC-20260811-STORE_01-0006;STORE_01;CASH-09;2026-08-11 16:35:27;SKU-043;2;25000;0;CASH
REC-20260811-STORE_01-0007;STORE_01;CASH-04;2026-08-11 17:13:23;SKU-003;3;45000;1000;CARD
REC-20260811-STORE_01-0007;STORE_01;CASH-10;2026-08-11 17:13:23;SKU-016;4;25000;1000;CARD
REC-20260811-STORE_01-0008;STORE_01;CASH-06;2026-08-11 18:01:38;SKU-009;1;25000;0;CARD
REC-20260811-STORE_01-0008;STORE_01;CASH-05;2026-08-11 18:01:38;SKU-018;4;5000;0;CARD
REC-20260811-STORE_01-0008;STORE_01;CASH-06;2026-08-11 18:01:38;SKU-011;1;5000;500;CASH
