receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260814-STORE_01-0001;STORE_01;CASH-06;2026-08-14 20:40:46;SKU-013;2;12000;0;CARD
REC-20260814-STORE_01-0001;STORE_01;CASH-01;2026-08-14 20:40:46;SKU-002;3;12000;0;CASH
REC-20260814-STORE_01-0001;STORE_01;CASH-10;2026-08-14 20:40:46;SKU-017;1;12000;0;CARD
REC-20260814-STORE_01-0001;STORE_01;CASH-10;2026-08-14 20:40:46;SKU-001;4;45000;1000;CARD
REC-20260814-STORE_01-0002;STORE_01;CASH-08;2026-08-14 9:35:46;SKU-008;4;12000;1000;CARD
REC-20260814-STORE_01-0003;STORE_01;CASH-07;2026-08-14 10:17:51;SKU-001;4;45000;1000;CARD
REC-20260814-STORE_01-0003;STORE_01;CASH-07;2026-08-14 10:17:51;SKU-015;2;5000;0;CARD
REC-20260814-STORE_01-0004;STORE_01;CASH-05;2026-08-14 8:04:16;SKU-005;3;5000;0;CARD
REC-20260814-STORE_01-0004;STORE_01;CASH-02;2026-08-14 8:04:16;SKU-003;4;45000;0;CARD
REC-20260814-STORE_01-0004;STORE_01;CASH-09;2026-08-14 8:04:16;SKU-020;1;12000;0;CASH
REC-20260814-STORE_01-0004;STORE_01;CASH-04;2026-08-14 8:04:16;SKU-025;4;5000;0;CARD
REC-20260814-STORE_01-0005;STORE_01;CASH-07;2026-08-14 14:39:56;SKU-029;2;5000;1000;CARD
REC-20260814-STORE_01-0005;STORE_01;CASH-07;2026-08-14 14:39:56;SKU-005;1;5000;0;CARD
REC-20260814-STORE_01-0005;STORE_01;CASH-04;2026-08-14 14:39:56;SKU-010;3;25000;0;CARD
REC-20260814-STORE_01-0005;STORE_01;CASH-08;2026-08-14 14:39:56;SKU-036;2;45000;1000;CASH
REC-20260814-STORE_01-0006;STORE_01;CASH-05;2026-08-14 13:40:21;SKU-004;4;25000;500;CARD
REC-20260814-STORE_01-0007;STORE_01;CASH-06;2026-08-14 13:59:09;SKU-003;1;45000;1000;CARD
REC-20260814-STORE_01-0007;STORE_01;CASH-08;2026-08-14 13:59:09;SKU-001;4;45000;0;CARD
REC-20260814-STORE_01-0007;STORE_01;CASH-07;2026-08-14 13:59:09;SKU-004;1;25000;0;CARD
REC-20260814-STORE_01-0007;STORE_01;CASH-06;2026-08-14 13:59:09;SKU-009;3;25000;1000;CARD
REC-20260814-STORE_01-0007;STORE_01;CASH-10;2026-08-14 13:59:09;SKU-001;2;45000;0;CARD
REC-20260814-STORE_01-0008;STORE_01;CASH-05;2026-08-14 19:52:26;SKU-015;4;5000;0;CARD
REC-20260814-STORE_01-0008;STORE_01;CASH-04;2026-08-14 19:52:26;SKU-010;2;25000;0;CARD
REC-20260814-STORE_01-0008;STORE_01;CASH-02;2026-08-14 19:52:26;SKU-024;2;12000;0;CARD
REC-20260814-STORE_01-0009;STORE_01;CASH-06;2026-08-14 9:42:38;SKU-003;2;45000;0;CASH
REC-20260814-STORE_01-0009;STORE_01;CASH-05;2026-08-14 9:42:38;SKU-037;3;45000;500;CARD
REC-20260814-STORE_01-0010;STORE_01;CASH-02;2026-08-14 9:25:46;SKU-001;2;45000;0;CARD
REC-20260814-STORE_01-0010;STORE_01;CASH-09;2026-08-14 9:25:46;SKU-006;3;45000;0;CARD
REC-20260814-STORE_01-0010;STORE_01;CASH-05;2026-08-14 9:25:46;SKU-016;4;25000;0;CARD
REC-20260814-STORE_01-0011;STORE_01;CASH-04;2026-08-14 19:29:37;SKU-001;2;45000;500;CASH
REC-20260814-STORE_01-0011;STORE_01;CASH-05;2026-08-14 19:29:37;SKU-001;1;45000;500;CASH
REC-20260814-STORE_01-0011;STORE_01;CASH-09;2026-08-14 19:29:37;SKU-010;3;25000;0;CASH
REC-20260814-STORE_01-0011;STORE_01;CASH-06;2026-08-14 19:29:37;SKU-008;4;12000;0;CARD
REC-20260814-STORE_01-0011;STORE_01;CASH-01;2026-08-14 19:29:37;SKU-012;4;45000;0;CARD
REC-20260814-STORE_01-0012;STORE_01;CASH-10;2026-08-14 13:33:11;SKU-002;4;12000;0;CARD
REC-20260814-STORE_01-0012;STORE_01;CASH-08;2026-08-14 13:33:11;SKU-007;2;12000;500;CASH
REC-20260814-STORE_01-0012;STORE_01;CASH-05;2026-08-14 13:33:11;SKU-001;3;45000;0;CARD
REC-20260814-STORE_01-0013;STORE_01;CASH-02;2026-08-14 19:40:48;SKU-038;4;12000;500;CARD
REC-20260814-STORE_01-0013;STORE_01;CASH-01;2026-08-14 19:40:48;SKU-003;1;45000;1000;CARD
REC-20260814-STORE_01-0013;STORE_01;CASH-07;2026-08-14 19:40:48;SKU-007;3;12000;0;CARD
REC-20260814-STORE_01-0013;STORE_01;CASH-06;2026-08-14 19:40:48;SKU-001;4;45000;0;CASH
REC-20260814-STORE_01-0014;STORE_01;CASH-07;2026-08-14 8:40:43;SKU-015;1;5000;0;CARD
REC-20260814-STORE_01-0014;STORE_01;CASH-05;2026-08-14 8:40:43;SKU-047;2;5000;500;CARD
REC-20260814-STORE_01-0014;STORE_01;CASH-10;2026-08-14 8:40:43;SKU-023;4;45000;0;CARD
REC-20260814-STORE_01-0014;STORE_01;CASH-01;2026-08-14 8:40:43;SKU-021;1;5000;0;CARD
REC-20260814-STORE_01-0015;STORE_01;CASH-05;2026-08-14 21:59:21;SKU-001;2;45000;1000;CARD
REC-20260814-STORE_01-0016;STORE_01;CASH-07;2026-08-14 21:19:44;SKU-010;4;25000;0;CARD
REC-20260814-STORE_01-0016;STORE_01;CASH-03;2026-08-14 21:19:44;SKU-006;3;45000;500;CASH
REC-20260814-STORE_01-0016;STORE_01;CASH-02;2026-08-14 21:19:44;SKU-044;1;5000;0;CARD
REC-20260814-STORE_01-0016;STORE_01;CASH-05;2026-08-14 21:19:44;SKU-003;4;45000;0;CARD
REC-20260814-STORE_01-0016;STORE_01;CASH-02;2026-08-14 21:19:44;SKU-001;2;45000;0;CASH
REC-20260814-STORE_01-0017;STORE_01;CASH-09;2026-08-14 13:10:41;SKU-004;4;25000;500;CARD
REC-20260814-STORE_01-0017;STORE_01;CASH-05;2026-08-14 13:10:41;SKU-040;3;25000;0;CASH
REC-20260814-STORE_01-0017;STORE_01;CASH-10;2026-08-14 13:10:41;SKU-002;3;12000;1000;CASH
REC-20260814-STORE_01-0018;STORE_01;CASH-09;2026-08-14 14:01:16;SKU-004;3;25000;0;CARD
REC-20260814-STORE_01-0018;STORE_01;CASH-09;2026-08-14 14:01:16;SKU-015;2;5000;1000;CARD
REC-20260814-STORE_01-0019;STORE_01;CASH-09;2026-08-14 21:34:45;SKU-001;4;45000;0;CARD
REC-20260814-STORE_01-0019;STORE_01;CASH-10;2026-08-14 21:34:45;SKU-001;1;45000;0;CASH
REC-20260814-STORE_01-0019;STORE_01;CASH-10;2026-08-14 21:34:45;SKU-019;4;25000;0;CARD
REC-20260814-STORE_01-0020;STORE_01;CASH-02;2026-08-14 9:05:24;SKU-014;1;5000;0;CARD
REC-20260814-STORE_01-0020;STORE_01;CASH-04;2026-08-14 9:05:24;SKU-001;3;45000;1000;CARD
REC-20260814-STORE_01-0020;STORE_01;CASH-10;2026-08-14 9:05:24;SKU-004;4;25000;0;CASH
REC-20260814-STORE_01-0020;STORE_01;CASH-03;2026-08-14 9:05:24;SKU-001;4;45000;500;CARD
REC-20260814-STORE_01-0020;STORE_01;CASH-03;2026-08-14 9:05:24;SKU-007;1;12000;0;CASH
REC-20260814-STORE_01-0021;STORE_01;CASH-05;2026-08-14 8:21:17;SKU-002;4;12000;1000;CARD
REC-20260814-STORE_01-0022;STORE_01;CASH-02;2026-08-14 17:17:44;SKU-001;1;45000;1000;CARD
REC-20260814-STORE_01-0022;STORE_01;CASH-06;2026-08-14 17:17:44;SKU-002;3;12000;1000;CARD
REC-20260814-STORE_01-0022;STORE_01;CASH-08;2026-08-14 17:17:44;SKU-020;2;12000;0;CARD
REC-20260814-STORE_01-0022;STORE_01;CASH-02;2026-08-14 17:17:44;SKU-039;2;5000;0;CARD
REC-20260814-STORE_01-0022;STORE_01;CASH-02;2026-08-14 17:17:44;SKU-001;1;45000;500;CARD
REC-20260814-STORE_01-0023;STORE_01;CASH-10;2026-08-14 11:37:29;SKU-017;2;12000;1000;CARD
REC-20260814-STORE_01-0024;STORE_01;CASH-04;2026-08-14 15:38:33;SKU-027;2;5000;1000;CASH
REC-20260814-STORE_01-0025;STORE_01;CASH-06;2026-08-14 16:52:43;SKU-012;2;45000;0;CARD
REC-20260814-STORE_01-0025;STORE_01;CASH-01;2026-08-14 16:52:43;SKU-001;1;45000;0;CARD
REC-20260814-STORE_01-0025;STORE_01;CASH-06;2026-08-14 16:52:43;SKU-049;4;5000;500;CASH
REC-20260814-STORE_01-0026;STORE_01;CASH-01;2026-08-14 18:52:15;SKU-019;1;25000;0;CARD
