receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0042338;ST-003;E-0114;2026-02-07 10:03:43;SKU-00363;5;58900,00;;CARD
R-0042285;ST-002;E-0109;07.02.2026 13:44;SKU-00100;2;;;CARD
R-0042474;ST-008;E-0140;2026-02-07 17:17:56;SKU-00490;2;44400,00;0;CASH
R-0042416;ST-006;E-0128;07.02.2026 15:06;SKU-00038;1;81300,00;5;CARD
R-0042467;ST-008;E-0140;07.02.2026 15:50;SKU-00084;2;;0;CARD
R-0042334;ST-003;E-0115;2026-02-07 15:04:18;SKU-00243;2;176700,00;;CASH
R-0042525;ST-010;E-0149;07.02.2026 19:45;SKU-00420;1;58300,00;0;CASH
R-0042247;ST-001;E-0104;2026-02-07 09:33:04;SKU-00232;-1;142200,00;0;CARD
R-0042611;ST-012;E-0159;07.02.2026 19:43;SKU-00210;1;14600,00;0;CARD
R-0042578;ST-011;E-0154;07.02.2026 20:40;SKU-00463;2;160100,00;;TRANSFER
R-0042527;ST-010;E-0148;2026-02-07 16:17:33;SKU-00063;2;24200,00;;TRANSFER
R-0042348;ST-004;E-0118;2026-02-07 14:44:19;SKU-00225;1;18200,00;;TRANSFER
R-0042599;ST-012;E-0160;07.02.2026 13:33;SKU-00163;1;176100,00;0;CASH
R-0042532;ST-010;E-0149;2026-02-07 11:26:17;SKU-00254;4;118300,00;;CARD
R-0042512;ST-009;E-0144;07.02.2026 15:07;SKU-00087;1;;;TRANSFER
R-0042512;ST-009;E-0144;2026-02-07 15:07:53;SKU-00219;1;40500,00;;TRANSFER
R-0042292;ST-002;E-0108;07.02.2026 11:34;SKU-00139;1;44400,00;0;CASH
R-0042608;ST-012;E-0160;2026-02-07 14:03:16;SKU-00289;1;16500,00;;CASH
R-0042570;ST-011;E-0155;07.02.2026 11:20;SKU-00422;3;72320,00;;CARD
R-0042575;ST-011;E-0154;2026-02-07 16:35:21;SKU-00033;1;137400,00;5;CARD
R-0042502;ST-009;E-0144;07.02.2026 20:30;SKU-00087;1;90700,00;;CASH
R-0042570;ST-011;E-0155;2026-02-07 11:20:40;SKU-00446;3;164600,00;;CARD
R-0042263;ST-001;E-0103;07.02.2026 15:25;SKU-00444;2;81200.00;5;CARD
R-0042262;ST-001;E-0103;2026-02-07 13:57:26;SKU-00141;2;60300,00;0;CARD
R-0042406;ST-006;E-0128;2026-02-07 13:14:49;SKU-00419;1;75200,00;0;CARD
R-0042336;ST-003;E-0114;2026-02-07 20:50:54;SKU-00077;2;123800,00;;CARD
R-0042257;ST-001;E-0104;2026-02-07 16:14:23;SKU-00166;1;31700.00;5;CASH
R-0042472;ST-008;E-0139;07.02.2026 19:28;SKU-00162;1;144700,00;;TRANSFER
R-0042308;ST-003;E-0113;2026-02-07 19:00:30;SKU-00211;1;;0;CARD
R-0042252;ST-001;E-0104;07.02.2026 16:59;SKU-00152;1;74000,00;;CASH
R-0042455;ST-007;E-0134;07.02.2026 17:00;SKU-00362;2;35200,00;0;CASH
R-0042382;ST-005;E-0124;2026-02-07 12:32:57;SKU-00381;4;6200,00;10;CARD
R-0042347;ST-004;E-0118;07.02.2026 18:35;SKU-00204;4;7800,00;0;CARD
R-0042550;ST-011;E-0154;07.02.2026 10:08;SKU-00143;8;17400,00;0;CARD
R-0042406;ST-006;E-0128;07.02.2026 13:14;SKU-00071;4;23100,00;0;CARD
R-0042372;ST-005;E-0123;2026-02-07 11:43:18;SKU-00069;1;79600,00;;CASH
R-0042339;ST-003;E-0114;07.02.2026 18:30;SKU-00295;4;43800,00;0;TRANSFER
R-0042440;ST-007;E-0133;2026-02-07 09:47:34;SKU-00455;1;59900,00;;CASH
R-0042433;ST-007;E-0135;07.02.2026 11:35;SKU-00373;1;13700.00;20;CASH
R-0042482;ST-008;E-0139;07.02.2026 10:18;SKU-00204;2;7800,00;10;CARD
R-0042409;ST-006;E-0130;2026-02-07 12:07:38;SKU-00354;8;80300,00;;CASH
R-0042509;ST-009;E-0144;2026-02-07 12:39:01;SKU-00337;4;28600,00;;CASH
R-0042408;ST-006;E-0130;2026-02-07 20:02:56;SKU-00362;1;35200,00;;CASH
R-0042298;ST-002;E-0108;07.02.2026 18:00;SKU-00347;3;27500,00;;CASH
R-0042379;ST-005;E-0124;07.02.2026 18:07;SKU-00337;3;28600,00;10;CASH
R-0042612;ST-012;E-0159;07.02.2026 14:39;SKU-00025;3;21600,00;;CASH
R-0042463;ST-008;E-0139;07.02.2026 16:13;SKU-00479;2;11000,00;;CARD
R-0042258;ST-001;E-0103;07.02.2026 09:20;SKU-00139;1;yo'q;;CASH
R-0042557;ST-011;E-0155;2026-02-07 18:15:20;SKU-00228;1;118500,00;10;CARD
R-0042548;ST-011;E-0155;07.02.2026 16:28;SKU-00068;1;68500,00;;CARD
R-0042411;ST-006;E-0129;07.02.2026 14:05;SKU-00463;1;160100,00;15;TRANSFER
R-0042281;ST-002;E-0110;2026-02-07 17:23:11;SKU-00132;4;;0;CASH
R-0042580;ST-012;E-0160;07.02.2026 10:49; sku-00053 ;2;38200,00;;CASH
R-0042396;ST-005;E-0104;07.02.2026 15:51;SKU-00285;1;70900,00;10;CASH
R-0042514;ST-009;E-0144;2026-02-07 17:24:33;SKU-00196;8;33100,00;;CARD
R-0042458;ST-008;E-0140;07.02.2026 11:36;SKU-00475;1;56900,00;0;CASH
R-0042507;ST-009;E-0145;2026-02-07 12:55:31;SKU-00115;2;115100,00;;CARD
R-0042496;ST-009;E-0145;07.02.2026 14:34;SKU-00242;1;173300,00;20;CASH
R-0042315;ST-003;E-0114;2026-02-07 11:58:18;SKU-00372;3;17500,00;;CASH
R-0042556;ST-011;E-0154;07.02.2026 18:54;SKU-00395;1;57400,00;;CASH
R-0042312;ST-003;E-0113;07.02.2026 16:35;SKU-00439;5;151700,00;0;CASH
R-0042532;ST-010;E-0149;07.02.2026 11:26;SKU-00249;2;32600,00;;CARD
R-0042478;ST-008;E-0139;2026-02-07 20:22:31;SKU-00173;4;;15;CASH
R-0042303;ST-002;E-0108;07.02.2026 20:37;SKU-00275;4;52400,00;;CASH
R-0042317;ST-003;E-0113;07.02.2026 17:45;SKU-00074;2;20000,00;15;CASH
R-0042414;ST-006;E-0158;07.02.2026 11:23;SKU-00493;3;5200,00;10;CARD
R-0042320;ST-003;E-0115;07.02.2026 12:36;SKU-00223;1;28900,00;5;CARD
R-0042319;ST-003;E-0115;2026-02-07 20:08:42;SKU-00074;1;20000,00;;CARD
R-0042580;ST-012;E-0160;2026-02-07 10:49:58;SKU-00423;2;118800,00;0;CASH
R-0042601;ST-012;E-0158;07.02.2026 15:54;SKU-00451;1;134200,00;;TRANSFER
R-0042596;ST-012;E-0160;07.02.2026 18:09;SKU-00081;1;86300,00;15;CASH
R-0042584;ST-012;E-0160;07.02.2026 20:10;SKU-00081;2;86300,00;15;TRANSFER
R-0042588;ST-012;E-0159;2026-02-07 17:03:55;SKU-00304;1;-;;CARD
R-0042302;ST-002;E-0108;07.02.2026 11:50;SKU-00255;1;142500,00;0;CASH
R-0042579;ST-012;E-0159;07.02.2026 17:07;SKU-00175;2;130100.00;5;CARD
R-0042323;ST-003;E-0114;2026-02-07 19:52:29;SKU-00024;1;126200,00;;CASH
R-0042569;ST-011;E-0154;07.02.2026 13:15;SKU-00428;1;89500.00;0;TRANSFER
R-0042413;ST-006;E-0128;07.02.2026 17:13;SKU-00194;1;33900,00;;CASH
R-0042464;ST-008;E-0140;2026-02-07 19:28:07;SKU-00400;1;88700,00;20;CARD
R-0042261;ST-001;E-0103;07.02.2026 19:31; sku-00448 ;1;172400,00;0;CASH
R-0042276;ST-002;E-0108;2026-02-07 19:33:28;SKU-00127;4;31200,00;0;CASH
R-0042603;ST-012;E-0160;07.02.2026 14:36;SKU-00456;1;110300,00;;CASH
R-0042510;ST-009;E-0145;07.02.2026 20:18;SKU-00187;2;11900,00;5;CARD
