receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0035044;ST-004;E-0120;2026-01-16 16:40:19;SKU-00410;4;13800,00;0;CARD
R-0035167;ST-009;E-0144;16.01.2026 19:28;SKU-00227;1;41500,00;;CARD
R-0034993;ST-002;E-0110;2026-01-16 16:04:42;SKU-00490;1;44400,00;;CASH
R-0035000;ST-002;E-0109;2026-01-16 12:17:58;SKU-00466;1;10700,00;10;CARD
R-0035065;ST-005;E-0124;16.01.2026 12:00;SKU-00038;1;;15;CARD
R-0035176;ST-009;E-0145;16.01.2026 10:27;SKU-00174;1;60700,00;0;CASH
R-0035107;ST-006;E-0129;2026-01-16 15:33:41;SKU-00102;2;71000,00;10;CASH
R-0035165;ST-008;E-0140;16.01.2026 11:14;SKU-00486;1;47900,00;;CASH
R-0035049;ST-004;E-0118;2026-01-16 12:36:45;SKU-00349;1;73800,00;;CARD
R-0035060;ST-004;E-0120;2026-01-16 18:54:41;SKU-00300;1;58000,00;10;CARD
R-0035073;ST-005;E-0124;2026-01-16 15:40:53;SKU-00086;1;144200,00;10;CASH
R-0035036;ST-004;E-0118;16.01.2026 19:20;SKU-00193;1;28800,00;0;CARD
R-0035008;ST-002;E-0109;16.01.2026 13:08;SKU-00493;1;5200,00;;CARD
R-0035167;ST-009;E-0144;16.01.2026 19:28;SKU-00114;1;74300,00;0;CARD
R-0035247;ST-012;E-0159;16.01.2026 15:45;SKU-00070;1;n/a;10;TRANSFER
R-0035226;ST-011;E-0153;16.01.2026 12:50;SKU-00226;1;167200,00;;CARD
R-0035057;ST-004;E-0118;16.01.2026 16:36;SKU-00426;1;92100,00;;CARD
R-0035085;ST-005;E-0124;2026-01-16 12:41:40;SKU-00246;1;101500,00;;CARD
R-0034994;ST-002;E-0109;16.01.2026 16:48;SKU-00016;3;164600.00;15;TRANSFER
R-0035059;ST-004;E-0118;16.01.2026 18:35;SKU-00044;5;57400,00;10;CASH
R-0035022;ST-003;E-0114;16.01.2026 16:28;SKU-00088;1;130200,00;;CARD
R-0035134;ST-007;E-0135;16.01.2026 11:21;SKU-00167;2;97900,00;;TRANSFER
R-0034982;ST-001;E-0103;2026-01-16 19:37:54;SKU-00480;4;84300.00;;CARD
R-0035166;ST-009;E-0144;16.01.2026 20:47;SKU-00225;1;18200,00;;CARD
R-0035209;ST-010;E-0150;16.01.2026 15:08;SKU-00406;1;10200,00;0;CASH
R-0035198;ST-010;E-0149;16.01.2026 20:41;SKU-00140;2;68900.00;;CASH
R-0035219;ST-011;E-0155;16.01.2026 19:16;SKU-00186;1;18600,00;;CASH
R-0035183;ST-009;E-0145;2026-01-16 12:31:13;SKU-00242;2;173300,00;10;CASH
R-0035158;ST-008;E-0140;16.01.2026 14:11;SKU-00095;1;112700,00;0;CARD
R-0035087;ST-005;E-0124;2026-01-16 18:28:28;SKU-00362;1;35200,00;5;CASH
R-0034999;ST-002;E-0110;2026-01-16 13:44:28;SKU-00011;4;24500,00;;TRANSFER
R-0035174;ST-009;E-0144;2026-01-16 09:41:53;SKU-00349;8;73800,00;;CASH
R-0035038;ST-004;E-0120;16.01.2026 14:08; sku-00181 ;2;16200,00;10;CARD
R-0035038;ST-004;E-0120;2026-01-16 14:08:13;SKU-00362;1;;;CARD
R-0035097;ST-006;E-0130;16.01.2026 19:40;SKU-00162;1;144700,00;0;TRANSFER
R-0035139;ST-007;E-0134;2026-01-16 12:59:46;SKU-00304;2;130300,00;;CARD
R-0035168;ST-009;E-0144;16.01.2026 10:30;SKU-00450;1;105800,00;;CARD
R-0035103;ST-006;E-0130;16.01.2026 20:10;SKU-00399;1;51900,00;5;CASH
R-0035035;ST-004;E-0120;2026-01-16 14:57:45;SKU-00149;3;139680,00;;CASH
R-0035143;ST-008;E-0138;16.01.2026 10:46;SKU-00130;1;119600,00;0;CASH
R-0035118;ST-007;E-0135;16.01.2026 13:46;SKU-00451;1;134200,00;;CARD
R-0035081;ST-005;E-0125;16.01.2026 12:51;SKU-00293;2;74200,00;;CASH
R-0035015;ST-003;E-0113;2026-01-16 15:27:32;SKU-00465;1;166300,00;5;CARD
R-0035193;ST-010;E-0148;16.01.2026 14:11;SKU-00437;1;48300,00;0;TRANSFER
R-0035164;ST-008;E-0139;16.01.2026 16:18;SKU-00293;1;74200,00;20;CARD
R-0035180;ST-009;E-0144;16.01.2026 18:40;SKU-00467;1;63500,00;;CARD
R-0035073;ST-005;E-0124;16.01.2026 15:40;SKU-00361;2;33800,00;;CASH
R-0034986;ST-001;E-0104;2026-01-16 10:58:33;SKU-00262;5;32800,00;5;CASH
R-0035212;ST-010;E-0148;16.01.2026 10:28;SKU-00459;2;55100,00;20;CARD
R-0035160;ST-008;E-0138;16.01.2026 12:54;SKU-00177;2;99700,00;;CASH
R-0035209;ST-010;E-0150;16.01.2026 15:08;SKU-00190;1;37600.00;10;CASH
R-0035091;ST-005;E-0125;16.01.2026 14:53;SKU-00414;1;45100,00;15;CASH
R-0035154;ST-008;E-0138;16.01.2026 19:55;SKU-00107;1;43000,00;;CARD
R-0035067;ST-005;E-0123;2026-01-16 12:14:54;SKU-00004;1;87400,00;5;CARD
R-0035024;ST-003;E-0113;16.01.2026 10:08; sku-00188 ;5;23300,00;;CASH
R-0035196;ST-010;E-0148;16.01.2026 18:37;SKU-00231;1;89700,00;0;CARD
R-0035151;ST-008;E-0138;2026-01-16 20:53:30;SKU-00172;3;78700,00;10;CARD
R-0035075;ST-005;E-0125;16.01.2026 19:22;SKU-00482;3;37100,00;;TRANSFER
R-0035017;ST-003;E-0114;16.01.2026 18:15;SKU-00451;1;134200,00;;CASH
R-0034992;ST-001;E-0104;2026-01-16 14:05:39;SKU-00333;1;52300,00;0;CARD
R-0035052;ST-004;E-0119;16.01.2026 20:40;SKU-00051;1;6500,00;;CASH
R-0035229;ST-011;E-0154;16.01.2026 09:52;SKU-00445;2;37300,00;;CASH
R-0035085;ST-005;E-0124;16.01.2026 12:41;SKU-00448;5;;;CARD
R-0035155;ST-008;E-0139;16.01.2026 11:54;SKU-00075;3;70900,00;;CASH
R-0035123;ST-007;E-0134;16.01.2026 14:42;SKU-00017;4;164600,00;0;CARD
R-0035251;ST-012;E-0159;2026-01-16 10:35:29;SKU-00365;1;64200,00;0;CASH
R-0035015;ST-003;E-0113;2026-01-16 15:27:32;SKU-00060;3;33200,00;;CARD
R-0035012;ST-002;E-0108;16.01.2026 14:11;SKU-00155;1;59400,00;0;CASH
R-0035210;ST-010;E-0148;2026-01-16 09:32:39;SKU-00067;3;14700,00;5;CARD
R-0035196;ST-010;E-0148;2026-01-16 18:37:34;SKU-00304;1;;;CARD
R-0034993;ST-002;E-0110;16.01.2026 16:04;SKU-00332;1;10900,00;0;CASH
R-0035143;ST-008;E-0138;16.01.2026 10:46;SKU-00155;2;59400.00;0;CASH
R-0035076;ST-005;E-0124;16.01.2026 10:22;SKU-00281;1;39500,00;;CASH
R-0035082;ST-005;E-0123;2026-01-16 09:27:02;SKU-00251;1;132500,00;10;CARD
R-0035189;ST-009;E-0144;16.01.2026 19:55;SKU-00352;5;92800,00;15;CARD
R-0035031;ST-004;E-0120;16.01.2026 20:47;SKU-00189;3;28300,00;0;CASH
R-0035238;ST-011;E-0153;2026-01-16 19:53:39;SKU-00320;1;119100,00;;CASH
R-0035112;ST-006;E-0128;2026-01-16 15:19:43;SKU-00067;5;14700,00;;CARD
R-0035115;ST-007;E-0135;2026-01-16 19:06:47;SKU-00285;2;70900,00;0;CARD
R-0035214;ST-010;E-0150;16.01.2026 10:34;SKU-00212;5;36300,00;15;CASH
R-0035070;ST-005;E-0123;16.01.2026 10:39;SKU-00247;3;153800,00;10;CASH
R-0034979;ST-001;E-0104;16.01.2026 19:29;SKU-00299;2;66600,00;0;CASH
R-0035040;ST-004;E-0120;2026-01-16 18:37:18;SKU-00072;1;57300,00;;CASH
R-0035030;ST-003;E-0115;16.01.2026 19:05;SKU-00244;1;99700,00;;CARD
R-0035250;ST-012;E-0160;16.01.2026 16:29;SKU-00147;2;75400,00;0;TRANSFER
R-0035161;ST-008;E-0139;16.01.2026 18:13;SKU-00159;1;40960,00;20;CARD
R-0035108;ST-006;E-0130;16.01.2026 09:20;SKU-00494;3;54100,00;20;CASH
R-0035234;ST-011;E-0154;16.01.2026 11:52;SKU-00363;2;58900,00;;CASH
R-0035085;ST-005;E-0124;2026-01-16 12:41:40;SKU-00468;2;79400,00;;CARD
R-0035194;ST-010;E-0149;16.01.2026 18:35;SKU-00093;1;103800.00;;CASH
R-0035174;ST-009;E-0144;16.01.2026 09:41;SKU-00360;2;38800,00;;CASH
R-0035022;ST-003;E-0114;16.01.2026 16:28;SKU-00087;2;90700,00;10;CARD
R-0035114;ST-007;E-0133;16.01.2026 17:33;SKU-00459;1;55100,00;0;CARD
R-0034984;ST-001;E-0103;2026-01-16 14:34:32;SKU-00042;2;137500,00;;TRANSFER
R-0035153;ST-008;E-0140;16.01.2026 20:18;SKU-00113;3;128000,00;20;CASH
R-0035087;ST-005;E-0124;16.01.2026 18:28;SKU-00484;1;22800,00;0;CASH
R-0035185;ST-009;E-0144;16.01.2026 12:33;SKU-00310;1;141800,00;0;CARD
R-0035089;ST-005;E-0125;16.01.2026 19:54;SKU-00360;1;38800,00;0;CARD
R-0035129;ST-007;E-0134;16.01.2026 14:32;SKU-00390;1;89600,00;;CASH
R-0035037;ST-004;E-0120;16.01.2026 15:11;SKU-00294;1;27300,00;10;CASH
R-0035096;ST-006;E-0130;16.01.2026 16:31;SKU-00469;4;51100,00;0;CASH
R-0035244;ST-012;E-0158;16.01.2026 17:03;SKU-00183;5;11300.00;0;CARD
R-0035011;ST-002;E-0108;2026-01-16 19:31:33;SKU-00257;1;108800,00;0;CASH
R-0035152;ST-008;E-0139;16.01.2026 10:14;SKU-00230;1;106500,00;;CARD
R-0035173;ST-009;E-0144;16.01.2026 10:49;SKU-00174;2;;;CASH
R-0034975;ST-001;E-0105;2026-01-16 16:48:02;SKU-00407;4;87300,00;;TRANSFER
R-0035063;ST-005;E-0124;16.01.2026 19:29;SKU-00034;1;141400,00;10;CARD
R-0035226;ST-011;E-0153;16.01.2026 12:50;SKU-00117;1;70200,00;0;CARD
R-0035172;ST-009;E-0144;16.01.2026 15:35;SKU-00271;8;82800,00;0;TRANSFER
R-0034997;ST-002;E-0110;16.01.2026 11:52;SKU-00403;1;89500,00;;CARD
R-0035228;ST-011;E-0153;2026-01-16 14:04:14;SKU-00124;1;49400,00;;CASH
R-0035065;ST-005;E-0124;16.01.2026 12:00;SKU-00086;1;144200,00;5;CARD
R-0035101;ST-006;E-0129;16.01.2026 15:48;SKU-00005;1;80800,00;;CASH
R-0035040;ST-004;E-0120;16.01.2026 18:37;SKU-00160;4;142800,00;5;CASH
R-0035169;ST-009;E-0144;16.01.2026 17:53;SKU-00438;1;149700,00;;CARD
R-0035095;ST-006;E-0130;16.01.2026 16:55; sku-00267 ;3;96600,00;;CASH
R-0034978;ST-001;E-0105;16.01.2026 20:58;SKU-00152;3;;0;CARD
R-0035040;ST-004;E-0120;16.01.2026 18:37;SKU-00115;2;115100,00;;CASH
R-0035116;ST-007;E-0134;16.01.2026 15:04;SKU-00238;1;58700,00;;CASH
R-0035023;ST-003;E-0113;2026-01-16 16:48:14;SKU-00297;-2;46100,00;0;CARD
R-0035268;ST-012;E-0158;2026-01-16 12:01:30;SKU-00161;1;125600,00;;CARD
R-0035269;ST-012;E-0160;2026-01-16 16:06:56;SKU-00105;8;31500,00;;CARD
R-0034983;ST-001;E-0103;16.01.2026 11:35;SKU-00471;2;85000,00;;CARD
R-0035141;ST-007;E-0134;2026-01-16 11:33:59;SKU-00256;3;88100,00;15;CASH
R-0035247;ST-012;E-0159;16.01.2026 15:45;SKU-00070;2;20600,00;15;TRANSFER
R-0034987;ST-001;E-0105;2026-01-16 16:05:16;SKU-00280;1;69100,00;;CASH
R-0035183;ST-009;E-0145;2026-01-16 12:31:13;SKU-00200;-2;13700,00;10;CASH
