receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0041074;ST-002;E-0108;03.02.2026 19:21;SKU-00177;1;159520,00;;CARD
R-0041138;ST-005;E-0125;03.02.2026 15:28;SKU-00043;1;98200,00;5;CASH
R-0041084;ST-003;E-0113;03.02.2026 17:56;SKU-00293;3;74200,00;10;CARD
R-0041049;ST-001;E-0104;03.02.2026 20:57;SKU-00063;1;24200,00;0;CASH
R-0041059;ST-002;E-0110;03.02.2026 12:11;SKU-00322;2;95700,00;0;CARD
R-0041126;ST-005;E-0125;03.02.2026 15:52;SKU-00006;1;47800,00;15;CASH
R-0041249;ST-010;E-0149;2026-02-03 10:54:31;SKU-00165;1;62100.00;;CARD
R-0041117;ST-004;E-0118;03.02.2026 19:08;SKU-00342;1;22000,00;;CASH
R-0041036;ST-001;E-0104;03.02.2026 13:57;SKU-00202;2;11500,00;0;CASH
R-0041095;ST-003;E-0113;2026-02-03 16:46:53;SKU-00177;1;99700,00;20;CASH
R-0041147;ST-006;E-0128;03.02.2026 10:14;SKU-00030;1;120800,00;10;CARD
R-0041261;ST-010;E-0148;03.02.2026 11:56;SKU-00031;2;20300,00;;TRANSFER
R-0041172;ST-007;E-0133;03.02.2026 18:56;SKU-00493;1;;;CASH
R-0041317;ST-012;E-0158;2026-02-03 15:14:04;SKU-00002;5;67400,00;;CASH
R-0041276;ST-011;E-0153;2026-02-03 09:50:25;SKU-00010;1;25500,00;15;TRANSFER
R-0041320;ST-012;E-0158;03.02.2026 20:41;SKU-00116;2;28900,00;;CASH
R-0041260;ST-010;E-0149;03.02.2026 11:34;SKU-00452;1;16200,00;0;CASH
R-0041267;ST-010;E-0148;2026-02-03 15:23:33;SKU-00222;1;29700,00;;CASH
R-0041238;ST-009;E-0145;2026-02-03 19:14:31;SKU-00298;1;94200,00;;CASH
R-0041047;ST-001;E-0103;03.02.2026 13:27;SKU-00057;1;6100,00;0;CARD
R-0041157;ST-006;E-0128;03.02.2026 20:23;SKU-00003;2;5400,00;0;CASH
R-0041180;ST-007;E-0134;03.02.2026 20:29;SKU-00247;3;153800,00;20;CARD
R-0041159;ST-006;E-0129;2026-02-03 20:36:36;SKU-00025;1;21600,00;5;CARD
R-0041191;ST-007;E-0135;03.02.2026 17:43;SKU-00311;1;42200,00;;CASH
R-0041210;ST-008;E-0140;2026-02-03 14:27:57;SKU-00449;2;138100,00;20;CARD
R-0041309;ST-012;E-0158;2026-02-03 18:13:06;SKU-00192;5;32500,00;0;CASH
R-0041220;ST-008;E-0138;03.02.2026 13:13;SKU-00090;1;112400,00;10;CARD
R-0041130;ST-005;E-0123;2026-02-03 16:05:43;SKU-00220;1;;0;CARD
R-0041117;ST-004;E-0118;03.02.2026 19:08;SKU-00152;1;74000,00;5;CASH
R-0041080;ST-003;E-0115;2026-02-03 17:53:57;SKU-00222;2;29700,00;;CASH
R-0041296;ST-011;E-0153;2026-02-03 15:17:31;SKU-00291;1;51700,00;0;CASH
R-0041276;ST-011;E-0153;03.02.2026 09:50;SKU-00453;2;146200,00;15;TRANSFER
R-0041088;ST-003;E-0115;03.02.2026 18:23;SKU-00498;1;157900,00;15;CASH
R-0041222;ST-008;E-0139;2026-02-03 19:58:27;SKU-00269;3;47200.00;;CASH
R-0041125;ST-005;E-0123;2026-02-03 17:41:49;SKU-00305;3;32000,00;;CASH
R-0041121;ST-004;E-0118;2026-02-03 12:53:19;SKU-00186;2;18600,00;;CARD
R-0041174;ST-007;E-0134;03.02.2026 18:19;SKU-00077;1;123800,00;5;CASH
R-0041221;ST-008;E-0139;03.02.2026 20:29;SKU-00326;2;29200,00;;CARD
R-0041057;ST-002;E-0108;03.02.2026 20:39;SKU-00301;2;165600,00;10;CARD
