receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260709-STORE_01-0001;STORE_01;CASH-03;2026-07-09 13:58:09;SKU-002;4;5000;0;CARD
REC-20260709-STORE_01-0001;STORE_01;CASH-10;2026-07-09 13:58:09;SKU-046;3;45000;1000;CARD
REC-20260709-STORE_01-0001;STORE_01;CASH-06;2026-07-09 13:58:09;SKU-030;2;12000;0;CASH
REC-20260709-STORE_01-0001;STORE_01;CASH-02;2026-07-09 13:58:09;SKU-007;3;5000;0;CASH
REC-20260709-STORE_01-0001;STORE_01;CASH-09;2026-07-09 13:58:09;SKU-029;2;45000;0;CASH
REC-20260709-STORE_01-0002;STORE_01;CASH-06;2026-07-09 8:57:37;SKU-007;1;5000;0;CASH
REC-20260709-STORE_01-0003;STORE_01;CASH-07;2026-07-09 11:23:13;SKU-007;2;5000;1000;CARD
REC-20260709-STORE_01-0003;STORE_01;CASH-03;2026-07-09 11:23:13;SKU-001;4;45000;0;CARD
REC-20260709-STORE_01-0003;STORE_01;CASH-05;2026-07-09 11:23:13;SKU-001;4;45000;1000;CARD
REC-20260709-STORE_01-0003;STORE_01;CASH-03;2026-07-09 11:23:13;SKU-048;4;25000;0;CASH
REC-20260709-STORE_01-0003;STORE_01;CASH-01;2026-07-09 11:23:13;SKU-003;1;25000;0;CARD
REC-20260709-STORE_01-0004;STORE_01;CASH-06;2026-07-09 8:14:33;SKU-001;4;45000;0;CARD
REC-20260709-STORE_01-0004;STORE_01;CASH-04;2026-07-09 8:14:33;SKU-033;1;12000;500;CARD
REC-20260709-STORE_01-0004;STORE_01;CASH-01;2026-07-09 8:14:33;SKU-008;3;5000;0;CARD
REC-20260709-STORE_01-0005;STORE_01;CASH-04;2026-07-09 21:50:11;SKU-001;3;45000;500;CARD
REC-20260709-STORE_01-0005;STORE_01;CASH-07;2026-07-09 21:50:11;SKU-011;4;25000;1000;CARD
REC-20260709-STORE_01-0006;STORE_01;CASH-06;2026-07-09 16:31:46;SKU-033;2;12000;0;CASH
REC-20260709-STORE_01-0006;STORE_01;CASH-08;2026-07-09 16:31:46;SKU-044;3;5000;1000;CARD
REC-20260709-STORE_01-0006;STORE_01;CASH-03;2026-07-09 16:31:46;SKU-003;3;25000;0;CASH
REC-20260709-STORE_01-0006;STORE_01;CASH-07;2026-07-09 16:31:46;SKU-002;1;5000;0;CARD
REC-20260709-STORE_01-0006;STORE_01;CASH-08;2026-07-09 16:31:46;SKU-007;3;5000;500;CASH
REC-20260709-STORE_01-0007;STORE_01;CASH-02;2026-07-09 21:31:37;SKU-012;3;5000;500;CARD
REC-20260709-STORE_01-0007;STORE_01;CASH-07;2026-07-09 21:31:37;SKU-001;1;45000;0;CASH
REC-20260709-STORE_01-0007;STORE_01;CASH-09;2026-07-09 21:31:37;SKU-014;4;25000;1000;CASH
REC-20260709-STORE_01-0007;STORE_01;CASH-10;2026-07-09 21:31:37;SKU-002;3;5000;1000;CARD
REC-20260709-STORE_01-0007;STORE_01;CASH-07;2026-07-09 21:31:37;SKU-004;3;12000;0;CASH
REC-20260709-STORE_01-0008;STORE_01;CASH-02;2026-07-09 21:37:29;SKU-001;2;45000;0;CARD
