receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0033538;ST-006;E-0130;11.01.2026 12:20;SKU-00327;5;21400,00;10;TRANSFER
R-0033381;ST-002;E-0108;11.01.2026 11:21;SKU-00037;1;113900,00;5;CARD
R-0033722;ST-012;E-0159;11.01.2026 18:24;SKU-00266;1;83800,00;10;CASH
R-0033562;ST-007;E-0135;11.01.2026 13:10;SKU-00077;1;;20;CARD
R-0033637;ST-009;E-0144;11.01.2026 11:18;SKU-00130;4;119600,00;;CASH
R-0033433;ST-003;E-0113;2026-01-11 14:27:44;SKU-00021;2;81900,00;;CARD
R-0033675;ST-011;E-0155;11.01.2026 15:35;SKU-00009;1;55300,00;0;CASH
R-0033573;ST-007;E-0133;11.01.2026 20:57;SKU-00301;3;;10;CASH
R-0033681;ST-011;E-0153;2026-01-11 12:41:59;SKU-00048;2;22700.00;;CARD
R-0033451;ST-004;E-0120;11.01.2026 13:15;SKU-00018;3;79000,00;;CASH
R-0033587;ST-008;E-0140;2026-01-11 12:58:49;SKU-00473;5;62200,00;10;CARD
R-0033625;ST-009;E-0145;11.01.2026 18:31;SKU-00048;1;22700,00;0;CASH
R-0033588;ST-008;E-0138;11.01.2026 11:57;SKU-00177;2;99700,00;20;CASH
R-0033556;ST-007;E-0135;2026-01-11 16:10:22;SKU-00327;4;21400,00;0;CARD
R-0033593;ST-008;E-0140;2026-01-11 19:35:59;SKU-00367;2;11700,00;;CASH
R-0033414;ST-003;E-0113;2026-01-11 17:40:02;SKU-00072;1;57300,00;;CARD
R-0033622;ST-009;E-0145;11.01.2026 09:58;SKU-00228;1;118500,00;0;CASH
R-0033699;ST-011;E-0153;2026-01-11 20:39:02;SKU-00197;2;24300,00;;TRANSFER
R-0033644;ST-009;E-0144;2026-01-11 10:13:01;SKU-00360;1;38800,00;;CARD
R-0033647;ST-009;E-0145;11.01.2026 09:59;SKU-00291;4;51700,00;10;CASH
R-0033551;ST-007;E-0134;11.01.2026 11:18;SKU-00420;3;58300,00;5;CASH
R-0033476;ST-005;E-0124;2026-01-11 13:08:26;SKU-00168;2;91300,00;0;CASH
R-0033584;ST-008;E-0138;2026-01-11 12:51:42;SKU-00148;1;84000,00;5;CARD
R-0033441;ST-004;E-0119;2026-01-11 12:46:51;SKU-00427;4;102600,00;20;CARD
R-0033713;ST-012;E-0159;11.01.2026 17:05;SKU-00442;1;131000,00;20;CASH
R-0033469;ST-004;E-0120;11.01.2026 15:00;SKU-00165;4;62100,00;0;CASH
R-0033373;ST-002;E-0110;11.01.2026 17:46;SKU-00062;3;62600,00;0;CASH
R-0033534;ST-006;E-0128;11.01.2026 12:59;SKU-00385;2;86400,00;0;CASH
R-0033400;ST-002;E-0109;2026-01-11 10:07:02;SKU-00078;3;107900,00;;CASH
R-0033559;ST-007;E-0133;2026-01-11 12:43:41;SKU-00121;3;15000,00;5;CARD
R-0033453;ST-004;E-0118;11.01.2026 15:26;SKU-00060;1;33200,00;;CASH
R-0033702;ST-011;E-0154;11.01.2026 20:02;SKU-00449;1;138100,00;0;CASH
R-0033508;ST-005;E-0123;11.01.2026 20:12;SKU-00465;2;166300,00;;CASH
R-0033696;ST-011;E-0154;11.01.2026 20:44;SKU-00158;8;138500,00;15;CARD
R-0033511;ST-005;E-0125;11.01.2026 09:45;SKU-00136;4;29700,00;0;TRANSFER
R-0033740;ST-012;E-0158;11.01.2026 20:30;SKU-00316;2;103700,00;;CARD
R-0033594;ST-008;E-0138;11.01.2026 20:18;SKU-00198;1;35200,00;;CASH
R-0033688;ST-011;E-0154;11.01.2026 11:42;SKU-00493;3;5200,00;5;CASH
R-0033452;ST-004;E-0118;11.01.2026 11:09;SKU-00029;1;11100,00;5;CASH
R-0033526;ST-006;E-0129;2026-01-11 12:27:47;SKU-00062;2;62600,00;;CARD
