receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0046546;ST-010;E-0134;2026-02-19 20:50:46;SKU-00308;2;77000,00;;CASH
R-0046393;ST-004;E-0119;19.02.2026 15:15;SKU-00331;1;51012,97;;TRANSFER
R-0046427;ST-005;E-0124;2026-02-19 19:25:32;SKU-00493;4;5200,00;;CARD
R-0046445;ST-006;E-0130;2026-02-19 09:04:09;SKU-00414;3;72160,00;10;CASH
R-0046437;ST-005;E-0123;19.02.2026 13:08;SKU-00104;1;101200,00;10;TRANSFER
R-0046549;ST-010;E-0149;19.02.2026 14:03;SKU-00420;1;58300,00;5;CARD
R-0046534;ST-009;E-0144;2026-02-19 10:29:00;SKU-00104;5;101200,00;5;CASH
R-0046308;ST-001;E-0103;19.02.2026 09:58;SKU-00491;2;91561,91;20;CASH
R-0046558;ST-010;E-0149;19.02.2026 12:27;SKU-00420;1;58300,00;15;CASH
R-0046488;ST-007;E-0133;19.02.2026 20:45;SKU-00410;1;15492,97;;CARD
R-0046514;ST-008;E-0140;19.02.2026 18:50;SKU-00212;2;41288,42;5;CARD
R-0046479;ST-007;E-0135;2026-02-19 11:29:12;SKU-00028;1;63796,17;20;CARD
R-0046316;ST-001;E-0104;19.02.2026 13:05;SKU-00430;2;177700,00;;CASH
R-0046509;ST-008;E-0139;19.02.2026 20:24;SKU-00125;1;83200,00;;CASH
R-0046521;ST-009;E-0144;19.02.2026 14:14;SKU-00197;1;24300.00;;TRANSFER
R-0046571;ST-011;E-0153;19.02.2026 09:24;SKU-00198;1;39470,75;0;CASH
R-0046330;ST-002;E-0109;2026-02-19 13:17:29;SKU-00334;2;30700,00;0;CARD
R-0046549;ST-010;E-0149;19.02.2026 14:03;SKU-00093;5;103800,00;0;CARD
R-0046393;ST-004;E-0119;19.02.2026 15:15;SKU-00389;5;83000,00;;TRANSFER
R-0046555;ST-010;E-0148;19.02.2026 16:45;SKU-00350;2;13800,00;;CASH
R-0046525;ST-009;E-0145;19.02.2026 11:59;SKU-00166;2;31700,00;0;CARD
R-0046337;ST-002;E-0108;19.02.2026 14:58;SKU-00142;1;45300,00;;CASH
R-0046534;ST-009;E-0144;2026-02-19 10:29:00; sku-00124 ;1;82675,98;;CASH
R-0046366;ST-003;E-0113;19.02.2026 19:56;SKU-00465;2;166300,00;5;CASH
R-0046541;ST-009;E-0145;19.02.2026 18:36;SKU-00237;3;101100,00;0;CASH
R-0046385;ST-003;E-0114;2026-02-19 09:01:00;SKU-00491;3;91561,91;0;CARD
R-0046332;ST-002;E-0109;19.02.2026 11:30;SKU-00322;2;95700,00;;CASH
R-0046408;ST-004;E-0118;19.02.2026 09:38;SKU-00920;5;105800,00;0;TRANSFER
R-0046431;ST-005;E-0123;19.02.2026 13:02;SKU-00148;1;84000,00;;TRANSFER
R-0046428;ST-005;E-0123;2026-02-19 13:35:40;SKU-00407;5;87300,00;0;CASH
R-0046602;ST-012;E-0160;19.02.2026 14:26;SKU-00362;1;35200,00;0;CARD
R-0046319;ST-001;E-0104;19.02.2026 20:30;SKU-00332;1;12297,17;;CARD
R-0046330;ST-002;E-0109;2026-02-19 13:17:29;SKU-00326;2;29200,00;;CARD
R-0046562;ST-010;E-0148;2026-02-19 12:15:31;SKU-00432;1;84952.33;0;CARD
R-0046537;ST-009;E-0145;19.02.2026 14:03;SKU-00405;2;;10;CASH
R-0046558;ST-010;E-0149;19.02.2026 12:27;SKU-00139;1;44400,00;;CASH
R-0046606;ST-012;E-0159;19.02.2026 19:58;SKU-00403;3;89500,00;15;CASH
R-0046586;ST-011;E-0155;2026-02-19 20:27:03;SKU-00363;1;58900,00;;CASH
R-0046607;ST-012;E-0158;19.02.2026 14:51;SKU-00051;1;6500.00;0;CARD
