receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0031619;ST-009;E-0145;05.01.2026 12:17;SKU-00076;2;55600,00;15;TRANSFER
R-0031593;ST-008;E-0139;05.01.2026 13:40;SKU-00105;3;31500,00;0;TRANSFER
R-0031694;ST-012;E-0160;05.01.2026 15:13;SKU-00426;1;92100,00;10;CARD
R-0031443;ST-002;E-0109;2026-01-05 18:53:08;SKU-00137;2;61400,00;;CARD
R-0031476;ST-004;E-0118;05.01.2026 17:51;SKU-00431;1;27100,00;0;CARD
R-0031507;ST-005;E-0125;05.01.2026 10:46;SKU-00460;2;81800,00;0;CARD
R-0031526;ST-005;E-0124;05.01.2026 13:38;SKU-00052;5;39600,00;0;CASH
R-0031472;ST-003;E-0115;05.01.2026 10:26;SKU-00271;1;82800,00;158;CARD
R-0031683;ST-012;E-0158;2026-01-05 17:25:19;SKU-00113;1;128000,00;0;CARD
R-0031630;ST-009;E-0144;05.01.2026 14:48;SKU-00326;1;29200,00;0;TRANSFER
R-0031589;ST-008;E-0138;05.01.2026 12:25;SKU-00299;1;66600,00;;CARD
R-0031419;ST-001;E-0104;05.01.2026 16:53;SKU-00063;1;24200,00;;CASH
R-0031572;ST-007;E-0134;05.01.2026 18:11;SKU-00054;2;33700.00;10;CASH
R-0031643;ST-010;E-0148;05.01.2026 10:04;SKU-00300;3;58000,00;0;CARD
R-0031501;ST-004;E-0119;05.01.2026 16:49;SKU-00371;2;87800,00;15;CARD
R-0031616;ST-008;E-0140;05.01.2026 19:07;SKU-00046;1;14400,00;;CASH
R-0031536;ST-005;E-0123;05.01.2026 20:51;SKU-00468;3;79400,00;10;CARD
R-0031457;ST-003;E-0113;2026-01-05 17:57:58;SKU-00036;4;92900.00;;CARD
R-0031572;ST-007;E-0134;05.01.2026 18:11;SKU-00154;4;165900,00;;CASH
R-0031485;ST-004;E-0118;2026-01-05 16:35:01;SKU-00454;4;83500,00;;CASH
R-0031434;ST-001;E-0104;05.01.2026 15:23;SKU-00073;2;93500.00;;CARD
R-0031500;ST-004;E-0118;05.01.2026 11:34;SKU-00025;1;yo'q;;CASH
R-0031429;ST-001;E-0105;05.01.2026 16:30;SKU-00029;1;11100,00;;CASH
R-0031610;ST-008;E-0139;2026-01-05 14:08:22;SKU-00430;1;177700,00;;CARD
R-0031482;ST-004;E-0118;2026-01-05 15:17:15;SKU-00130;2;119600,00;;CARD
R-0031509;ST-005;E-0125;2026-01-05 09:23:56;SKU-00484;1;22800,00;5;CASH
R-0031636;ST-010;E-0104;05.01.2026 13:21;SKU-00316;1;103700,00;10;CASH
R-0031598;ST-008;E-0139;05.01.2026 16:09;SKU-00221;1;22800,00;10;TRANSFER
R-0031439;ST-002;E-0110;05.01.2026 13:16;SKU-00301;1;;0;TRANSFER
R-0031554;ST-006;E-0129;05.01.2026 18:55;SKU-00423;1;118800,00;0;CARD
R-0031682;ST-012;E-0159;2026-01-05 11:32:50;SKU-00089;5;79100.00;0;CARD
R-0031557;ST-006;E-0130;05.01.2026 12:12;SKU-00241;1;56500,00;;CASH
R-0031550;ST-006;E-0129;05.01.2026 14:48;SKU-00158;1;138500,00;0;CARD
R-0031448;ST-002;E-0110;05.01.2026 14:56;SKU-00425;1;88600,00;;CASH
R-0031613;ST-008;E-0139;05.01.2026 20:56;SKU-00102;1;71000.00;;CASH
R-0031690;ST-012;E-0160;05.01.2026 13:44;SKU-00231;3;89700,00;;TRANSFER
R-0031653;ST-010;E-0149;2026-01-05 19:31:36;SKU-00416;2;35600,00;;CASH
R-0031436;ST-002;E-0110;05.01.2026 13:43;SKU-00263;1;39800,00;;CASH
R-0031596;ST-008;E-0138;05.01.2026 12:17;SKU-00158;3;138500,00;0;TRANSFER
R-0031563;ST-006;E-0129;05.01.2026 18:39;SKU-00315;1;169600,00;;CARD
R-0031534;ST-005;E-0123;05.01.2026 20:30;SKU-00123;1;87500,00;10;CASH
R-0031671;ST-011;E-0154;2026-01-05 13:32:29;SKU-00211;1;;0;TRANSFER
R-0031493;ST-004;E-0120;05.01.2026 17:14;SKU-00205;3;24000,00;5;CARD
R-0031646;ST-010;E-0149;2026-01-05 17:44:46;SKU-00311;3;42200,00;5;CARD
R-0031580;ST-007;E-0134;05.01.2026 13:42;SKU-00303;2;151000.00;10;CASH
R-0031623;ST-009;E-0144;05.01.2026 17:39;SKU-00123;2;87500,00;10;TRANSFER
R-0031483;ST-004;E-0120;05.01.2026 18:27;SKU-00331;1;45600,00;0;CARD
R-0031540;ST-006;E-0129;05.01.2026 14:46;SKU-00346;4;14400,00;;CASH
R-0031643;ST-010;E-0148;05.01.2026 10:04;SKU-00479;2;11000,00;0;CARD
R-0031598;ST-008;E-0139;05.01.2026 16:09;SKU-00260;1;124300,00;10;TRANSFER
R-0031619;ST-009;E-0145;05.01.2026 12:17;SKU-00239;1;23000,00;5;TRANSFER
R-0031689;ST-012;E-0158;05.01.2026 19:00;SKU-00253;3;38300,00;;CASH
R-0031544;ST-006;E-0129;05.01.2026 16:11; sku-00142 ;2;45300,00;0;CASH
R-0031576;ST-007;E-0133;2026-01-05 14:05:08;SKU-00152;2;74000,00;0;CARD
