receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260806-STORE_01-0001;STORE_01;CASH-03;2026-08-06 12:48:52;SKU-011;3;5000;0;CASH
REC-20260806-STORE_01-0001;STORE_01;CASH-09;2026-08-06 12:48:52;SKU-024;4;12000;0;CASH
REC-20260806-STORE_01-0002;STORE_01;CASH-05;2026-08-06 9:56:34;SKU-001;4;45000;0;CARD
REC-20260806-STORE_01-0003;STORE_01;CASH-01;2026-08-06 20:06:09;SKU-021;2;5000;0;CASH
REC-20260806-STORE_01-0004;STORE_01;CASH-08;2026-08-06 8:59:29;SKU-015;1;5000;0;CARD
REC-20260806-STORE_01-0004;STORE_01;CASH-03;2026-08-06 8:59:29;SKU-003;4;45000;1000;CARD
REC-20260806-STORE_01-0004;STORE_01;CASH-08;2026-08-06 8:59:29;SKU-004;4;25000;500;CARD
REC-20260806-STORE_01-0004;STORE_01;CASH-06;2026-08-06 8:59:29;SKU-002;4;12000;500;CARD
REC-20260806-STORE_01-0005;STORE_01;CASH-02;2026-08-06 18:49:13;SKU-002;2;12000;0;CASH
REC-20260806-STORE_01-0005;STORE_01;CASH-08;2026-08-06 18:49:13;SKU-022;4;12000;1000;CASH
REC-20260806-STORE_01-0005;STORE_01;CASH-06;2026-08-06 18:49:13;SKU-001;4;45000;0;CARD
REC-20260806-STORE_01-0005;STORE_01;CASH-01;2026-08-06 18:49:13;SKU-001;4;45000;500;CARD
REC-20260806-STORE_01-0006;STORE_01;CASH-09;2026-08-06 17:24:25;SKU-001;1;45000;0;CASH
REC-20260806-STORE_01-0006;STORE_01;CASH-06;2026-08-06 17:24:25;SKU-001;2;45000;0;CARD
REC-20260806-STORE_01-0006;STORE_01;CASH-10;2026-08-06 17:24:25;SKU-004;4;25000;0;CARD
REC-20260806-STORE_01-0006;STORE_01;CASH-01;2026-08-06 17:24:25;SKU-001;3;45000;500;CASH
REC-20260806-STORE_01-0006;STORE_01;CASH-02;2026-08-06 17:24:25;SKU-009;3;25000;0;CARD
REC-20260806-STORE_01-0007;STORE_01;CASH-04;2026-08-06 12:44:32;SKU-001;3;45000;0;CARD
REC-20260806-STORE_01-0007;STORE_01;CASH-06;2026-08-06 12:44:32;SKU-002;4;12000;0;CARD
REC-20260806-STORE_01-0007;STORE_01;CASH-06;2026-08-06 12:44:32;SKU-047;2;5000;0;CARD
REC-20260806-STORE_01-0007;STORE_01;CASH-06;2026-08-06 12:44:32;SKU-022;4;12000;0;CARD
REC-20260806-STORE_01-0007;STORE_01;CASH-08;2026-08-06 12:44:32;SKU-001;2;45000;500;CARD
