receipt_no;store_code;cashier_id;sale_datetime;sku;qty;unit_price;discount_pct;payment_type
R-0044493;ST-012;E-0160;13.02.2026 13:25;SKU-00351;1;85712.15;;TRANSFER
R-0044419;ST-009;E-0144;13.02.2026 16:37;SKU-00292;2;63500,00;;CARD
R-0044307;ST-004;E-0118;13.02.2026 14:42;SKU-00198;3;39470,75;;CASH
R-0044259;ST-002;E-0109;13.02.2026 18:34;SKU-00056;1;39700.00;;CASH
R-0044342;ST-005;E-0124;13.02.2026 11:31;SKU-00457;2;175943,99;;CARD
R-0044324;ST-005;E-0124;13.02.2026 10:05;SKU-00966;1;164600,00;;TRANSFER
R-0044511;ST-012;E-0158;13.02.2026 18:24;SKU-00171;1;95340,17;0;CASH
R-0044435;ST-009;E-0145;2026-02-13 19:48:46;SKU-00282;1;28900,00;5;CASH
R-0044305;ST-004;E-0120;13.02.2026 16:05;SKU-00135;1;29353,14;20;CARD
R-0044352;ST-006;E-0128;13.02.2026 15:57;SKU-00348;5;5000,00;5;CASH
R-0044289;ST-003;E-0113;13.02.2026 15:43;SKU-00351;2;85712,15;;CARD
R-0044400;ST-008;E-0140;13.02.2026 14:25;SKU-00405;1;77900,00;;CARD
R-0044382;ST-007;E-0133;2026-02-13 13:05:12;SKU-00234;2;68171,05;5;TRANSFER
R-0044450;ST-010;E-0148;13.02.2026 20:36;SKU-00389;1;83000,00;;CARD
R-0044246;ST-001;E-0103;13.02.2026 16:48;SKU-00326;1;29200,00;10;CARD
R-0044268;ST-002;E-0110;13.02.2026 15:58;SKU-00221;1;22800,00;;CARD
R-0044299;ST-004;E-0120;13.02.2026 10:20;SKU-00048;1;22700,00;;CASH
R-0044230;ST-001;E-0104;13.02.2026 09:39;SKU-00171;3;95340,17;15;CASH
R-0044343;ST-005;E-0124;13.02.2026 10:51;SKU-00129;1;76300,00;0;CASH
R-0044223;ST-001;E-0105;13.02.2026 19:22;SKU-00376;2;76500,00;;TRANSFER
R-0044463;ST-010;E-0149;2026-02-13 19:54:50;SKU-00161;3;125600,00;;CARD
R-0044496;ST-012;E-0160;2026-02-13 19:05:56;SKU-00176;1;101440,00;0;CARD
R-0044332;ST-005;E-0125;13.02.2026 15:50;SKU-00253;2;43033,36;;CARD
R-0044261;ST-002;E-0110;13.02.2026 20:44;SKU-00235;1;16800.00;;TRANSFER
R-0044463;ST-010;E-0149;2026-02-13 19:54:50;SKU-00030;8;120800.00;0;CARD
R-0044340;ST-005;E-0123;13.02.2026 12:20;SKU-00490;1;44400,00;;CARD
R-0044373;ST-007;E-0134;13.02.2026 14:08;SKU-00264;1;133800,00;0;CARD
R-0044436;ST-009;E-0144;13.02.2026 18:14;SKU-00312;2;50931,01;15;CASH
R-0044255;ST-002;E-0109;13.02.2026 17:13;SKU-00269;2;47200,00;0;CASH
R-0044404;ST-008;E-0140;2026-02-13 12:17:16;SKU-00147;1;75400,00;;CASH
R-0044327;ST-005;E-0124;13.02.2026 19:56;SKU-00275;2;54945,35;;CASH
R-0044437;ST-010;E-0150;13.02.2026 19:55;SKU-00461;2;142600,00;0;CASH
R-0044428;ST-009;E-0144;13.02.2026 20:23;SKU-00288;1;14241,91;;CASH
R-0044389;ST-008;E-0140;13.02.2026 12:55;SKU-00442;3;131000,00;;CASH
R-0044403;ST-008;E-0138;13.02.2026 16:56;SKU-00047;2;21525,63;;CARD
R-0044457;ST-010;E-0150;13.02.2026 18:21;SKU-00232;5;155985,38;;CARD
R-0044265;ST-002;E-0108;13.02.2026 14:49;SKU-00489;1;94500,00;5;CARD
R-0044362;ST-006;E-0130;2026-02-13 10:51:10;SKU-00204;1;7800,00;;CASH
R-0044417;ST-009;E-0145;2026-02-13 12:53:31;SKU-00458;1;124900,00;;CARD
R-0044475;ST-011;E-0155;13.02.2026 12:00;SKU-00439;2;151700,00;5;CARD
R-0044379;ST-007;E-0135;13.02.2026 10:50;SKU-00219;1;40500,00;5;CASH
R-0044405;ST-008;E-0138;13.02.2026 12:49;SKU-00071;1;23100,00;10;CASH
R-0044273;ST-003;E-0115;2026-02-13 11:47:03;SKU-00456;1;120958,74;0;CARD
R-0044378;ST-007;E-0134;2026-02-13 19:27:27;SKU-00401;1;53873,33;0;CASH
